Original,Character,Dialogue,Wordcount
"Yuffie: Yeah, yeah, skip to the end!",Yuffie,"Yeah, yeah, skip to the end!",6
Chadley: (sighs) My apologies. What I meant to say was this: The money and the materia are yours. Do with them as you please.,Chadley,(sighs) My apologies. What I meant to say was this The money and the materia are yours. Do with them as you please.,23
"Yuffie: did you say ""materia""!? So...you'rethe Grandmaster!? Whodda thunk! (laughs) How does it feel, Shinrato see the whole of Midgar brought to its knees by the Amazing Yuffie!",Yuffie,"did you say ""materia""!? So...you're the Grandmaster!? Whodda thunk! (laughs) How does it feel, Shinra—to see the whole of Midgar brought to its knees by the Amazing Yuffie!",27
"Chadley: Heh. Your capacity to remain undeterred and overcome adversity is commendable. You are truly a worthy competitor. When I next test a hypothesis, I would be honored if you would agree to... ...""kick its butt""!",Chadley,"Heh. Your capacity to remain undeterred and overcome adversity is commendable. You are truly a worthy competitor. When I next test a hypothesis, I would be honored if you would agree to... ...""kick its butt""!",35
Yuffie: Anytime!,Yuffie,Anytime!,1
Chadley: Shame; it was a close match. Maybe next time.,Chadley,Shame; it was a close match. Maybe next time.,9
Chadley: Would you care to assist in my research by joining me in a game or two of Fort Condor?,Chadley,Would you care to assist in my research by joining me in a game or two of Fort Condor?,19
Old Snapper: Oh the joy and cheer that await at the Happy Turtle...,Old Snapper,Oh the joy and cheer that await at the Happy Turtle...,11
"Old Snapper: Oho! Greetings, softshell. So, how many of those flyers didja find?",Old Snapper,"Oho! Greetings, softshell. So, how many of those flyers didja find?",11
Yuffie: Wha?,Yuffie,Wha?,1
"Old Snapper: Ahem! Collect just six flyers for the Happy Turtle, and a one-of-a-kind prize could be yours! Ring any bells?",Old Snapper,"Ahem! Collect just six flyers for the Happy Turtle, and a one-of-a-kind prize could be yours! Ring any bells?",19
Yuffie: Nope.,Yuffie,Nope.,1
"Old Snapper: Well then! Allow me to explain. The Happy Turtle's running a contest. And the rules are simple. All you have to do is collect six of our fabulous flyers from around Sector 7...and you'll earn yourself a prize sure to delight even the dourest diamondback! Hah hah! Sadly, a handful of locals have taken to acting like stinkpots toward anything Wutaian, 'speciall since the bombings. Some've even gone so far as to tear down my poor posters. Little wonder nobody's won yet.",Old Snapper,"Well then! Allow me to explain. The Happy Turtle's running a contest. And the rules are simple. All you have to do is collect six of our fabulous flyers from around Sector 7...and you'll earn yourself a prize sure to delight even the dourest diamondback! Hah hah! Sadly, a handful of locals have taken to acting like stinkpots toward anything Wutaian, 'speciall since the bombings. Some've even gone so far as to tear down my poor posters. Little wonder nobody's won yet.",82
Yuffie: Bummer.,Yuffie,Bummer.,1
"Old Snapper: (sighs) Which leaves me in a pretty predicament... But hey, my pain might be your gain. By collecting just a handful of flyers, you could be the first, andat this ratethe only winner of the most testudinarious contest in Midgar's history! This here's a sample of one of our ads. Breathtaking, isn't it? Now it's up to you to find all six. Leave no shell unturned, no pond unplumbed!",Old Snapper,"(sighs) Which leaves me in a pretty predicament... But hey, my pain might be your gain. By collecting just a handful of flyers, you could be the first, and—at this rate—the only winner of the most testudinarious contest in Midgar's history! This here's a sample of one of our ads. Breathtaking, isn't it? Now it's up to you to find all six. Leave no shell unturned, no pond unplumbed!",69
Yuffie: That prize is as good as mine!,Yuffie,That prize is as good as mine!,7
"Old Snapper: Ah, since you're here. You wouldn't happen to have any condor coins on you, wouldja? This job may keep a shell over my head, but my real passion's coin collecting. I'd gladly party with some oddities and commodities in exchange for those little beauts.",Old Snapper,"Ah, since you're here. You wouldn't happen to have any condor coins on you, wouldja? This job may keep a shell over my head, but my real passion's coin collecting. I'd gladly party with some oddities and commodities in exchange for those little beauts.",44
Yuffie: Hm hm hm hm-hm-hm-hm-hmmm... (hums Happy Turtle theme),Yuffie,Hm hm hm hm-hm-hm-hm-hmmm... (hums Happy Turtle theme),8
"Old Snapper: So, what can I do ya for?",Old Snapper,"So, what can I do ya for?",7
On-screen: What can Old Snapper do for you?,On-screen,What can Old Snapper do for you?,7
"Old Snapper: Went to check on one of my flyers, and would't ya know, some rascally youngsters've hidden the darn thing.",Old Snapper,"Went to check on one of my flyers, and would't ya know, some rascally youngsters've hidden the darn thing.",19
"Old Snapper: Friend of mine manages some apartments nearby, and she's been kind enough to let me post a flyer.",Old Snapper,"Friend of mine manages some apartments nearby, and she's been kind enough to let me post a flyer.",18
Old Snapper: Saw one of my babies floating through the air earlier! Poor thing...,Old Snapper,Saw one of my babies floating through the air earlier! Poor thing...,12
"Old Snapper: The one I put up in Culvert Street's vanished, too. Swiped by one of those pesky cats...",Old Snapper,"The one I put up in Culvert Street's vanished, too. Swiped by one of those pesky cats...",17
"Old Snapper: Oh, if you overhear any songs, jams, or grooves about the Happy Turtle, be sure and follow 'em.",Old Snapper,"Oh, if you overhear any songs, jams, or grooves about the Happy Turtle, be sure and follow 'em.",18
Yuffie: There it is. The call of the turtle!,Yuffie,There it is. The call of the turtle!,8
"Yuffie: You never stood a chance, little guy!",Yuffie,"You never stood a chance, little guy!",7
On-screen: The Happy Turtle Newsletter 1 obtained.,On-screen,The Happy Turtle Newsletter 1 obtained.,6
Yuffie: The gumshoe ninja strikes again!,Yuffie,The gumshoe ninja strikes again!,5
On-screen: The Happy Turtle Newsletter 2 obtained.,On-screen,The Happy Turtle Newsletter 2 obtained.,6
On-screen: Don't let the dog notice you!,On-screen,Don't let the dog notice you!,6
On-screen: Hide behind the boxes when the dog's awake!,On-screen,Hide behind the boxes when the dog's awake!,8
On-screen: The Happy Turtle Newsletter 3 obtained.,On-screen,The Happy Turtle Newsletter 3 obtained.,6
"Marle: Just what do you think you're doing, young lady?",Marle,"Just what do you think you're doing, young lady?",9
Yuffie: (screams),Yuffie,(screams),1
"Marle: And whaddya want withthat, exactly? Better yet, who are you? Heard some punks've been hasslin' the nice people at the Happy Turtle, rippin' down their flyers. Are you one of 'em?",Marle,"And whaddya want with that, exactly? Better yet, who are you? Heard some punks've been hasslin' the nice people at the Happy Turtle, rippin' down their flyers. Are you one of 'em?",31
Yuffie: Mm-mm.,Yuffie,Mm-mm.,1
"Marle: So you're trying to sneak a peek at the merc? Not that I blame ya. Boy's easy on the eyes, I'll give him that much.",Marle,"So you're trying to sneak a peek at the merc? Not that I blame ya. Boy's easy on the eyes, I'll give him that much.",25
Yuffie: Uh...,Yuffie,Uh...,1
"Marle: But cut your losses, honey. Unless you like your men silent and emotionally unavailable. Merc's built a wall around himself so damn high, even he can't see over it. He'll never tell you what he's thinking. And that attitude of his...! I tried to get through to himbut would he listen? Would he?",Marle,"But cut your losses, honey. Unless you like your men silent and emotionally unavailable. Merc's built a wall around himself so damn high, even he can't see over it. He'll never tell you what he's thinking. And that attitude of his...! I tried to get through to him—but would he listen? Would he?",53
"Yuffie: Uh, I'm really not here for...whoever he is.",Yuffie,"Uh, I'm really not here for...whoever he is.",8
Marle: Then whatareyou here for?,Marle,Then what are you here for?,4
"Yuffie: For, uh...directions! But I'm all good now, thanks!",Yuffie,"For, uh...directions! But I'm all good now, thanks!",8
Yuffie: Hah... That was a close one.,Yuffie,Hah... That was a close one.,6
"Yuffie: I'm comin' for ya, flyer!",Yuffie,"I'm comin' for ya, flyer!",5
"Yuffie: Heh heh, gotcha!",Yuffie,"Heh heh, gotcha!",3
Yuffie: (screams),Yuffie,(screams),1
Yuffie: Flyer acquired!,Yuffie,Flyer acquired!,2
On-screen: The Happy Turtle Newsletter 4 obtained.,On-screen,The Happy Turtle Newsletter 4 obtained.,6
"Wymer: Hey! Over here! Can't belive those freakin' morons... They damn near got 'emselves eaten tryin' to hide that stupid poster. You stay away from that factory, y'hear? Place has monsters comin' outta the walls.",Wymer,"Hey! Over here! Can't belive those freakin' morons... They damn near got 'emselves eaten tryin' to hide that stupid poster. You stay away from that factory, y'hear? Place has monsters comin' outta the walls.",34
Wymer: Fiends've been actin' up since the bombingslike they know something we don't. (sighs) Just wish that merc were still around. He'd sort those critters out.,Wymer,Fiends've been actin' up since the bombings—like they know something we don't. (sighs) Just wish that merc were still around. He'd sort those critters out.,25
"Yuffie: Heh heh, gotcha! You thought you could hide from me, didn't ya!",Yuffie,"Heh heh, gotcha! You thought you could hide from me, didn't ya!",12
On-screen: The Happy Turtle Newsletter 5 obtained.,On-screen,The Happy Turtle Newsletter 5 obtained.,6
Yuffie: (gasps) My turtle senses are tingling!,Yuffie,(gasps) My turtle senses are tingling!,6
"Yuffie: Heh heh, gotcha!",Yuffie,"Heh heh, gotcha!",3
On-screen: The Happy Turtle Newsletter 6 obtained.,On-screen,The Happy Turtle Newsletter 6 obtained.,6
Yuffie: And that makes six! Won't Old Snapper be impressed when I rock up with these bad boys.,Yuffie,And that makes six! Won't Old Snapper be impressed when I rock up with these bad boys.,17
On-screen: Return to Old Snapper?,On-screen,Return to Old Snapper?,4
"Old Snapper: Well, well, well... Look what the tide washed in. That's a one, two...three and a four...five andI can't believe itsix! We have a winner! Three cheers for the Happy Turtle's all-conquering champion! Hip hip, hooray! Hip hip, hooray! Hip hip, hooraaay!",Old Snapper,"Well, well, well... Look what the tide washed in. That's a one, two...three and a four...five and—I can't believe it—six! We have a winner! Three cheers for the Happy Turtle's all-conquering champion! Hip hip, hooray! Hip hip, hooray! Hip hip, hooraaay!",41
"Yuffie: Please, it was a piece of cake. Only these Midgarian dummies would findthata challenge. Speaking of which... Herefor a fellow tough nut!",Yuffie,"Please, it was a piece of cake. Only these Midgarian dummies would find that a challenge. Speaking of which... Here—for a fellow tough nut!",22
Old Snapper: Would ya look at that... Da-chao beans! Does this mean what I think it does?,Old Snapper,Would ya look at that... Da-chao beans! Does this mean what I think it does?,15
Yuffie: Mm-hm.,Yuffie,Mm-hm.,1
"Old Snapper: Well, whaddya know. A real-life ninja, paying Old Snapper a visit. Truth be told, I'd love to have you 'round to the bar, but...you got your hands full. (chuckles) Not to mention the whole underage thing. Still just a young'n, I s'pose, ninja though you are. Well, I don't plan on movin' from Midgar anytime soon, so once your shell's seen a bit more wear and tear, make sure to come on back. Whip you up the finest food and drink this side of Wutai. Only the best for you.",Old Snapper,"Well, whaddya know. A real-life ninja, paying Old Snapper a visit. Truth be told, I'd love to have you 'round to the bar, but...you got your hands full. (chuckles) Not to mention the whole underage thing. Still just a young'n, I s'pose, ninja though you are. Well, I don't plan on movin' from Midgar anytime soon, so once your shell's seen a bit more wear and tear, make sure to come on back. Whip you up the finest food and drink this side of Wutai. Only the best for you.",90
Nayo: You guys all set?,Nayo,You guys all set?,4
On-screen: You all set?,On-screen,You all set?,3
"Nayo: Okay. Streets are kind of a maze, so stay close.",Nayo,"Okay. Streets are kind of a maze, so stay close.",10
Nayo: Take all the time you need.,Nayo,Take all the time you need.,6
Nayo: Yuffie? Where are you going?,Nayo,Yuffie? Where are you going?,5
"Sonon: So Nayo, where we headed?",Sonon,"So Nayo, where we headed?",5
Nayo: To pick up your IDs. There's no way to get topside without 'em.,Nayo,To pick up your IDs. There's no way to get topside without 'em.,13
Yuffie: But I thought Zhijie was getting our High-D's. What happened with that?,Yuffie,But I thought Zhijie was getting our High-D's. What happened with that?,12
"Nayo: He is, but those are different. It takes more than one IDor even twoto survive in this town. Don't forget, Midgar was built by Shinra, for Shinra.",Nayo,"He is, but those are different. It takes more than one ID—or even two—to survive in this town. Don't forget, Midgar was built by Shinra, for Shinra.",27
Yuffie: Those tyrants!,Yuffie,Those tyrants!,2
"Sonon: Put the claws away, Boss. Least while we're in Shinra territory.",Sonon,"Put the claws away, Boss. Least while we're in Shinra territory.",11
Yuffie: Reowr!,Yuffie,Reowr!,1
Sonon: Whoa.,Sonon,Whoa.,1
"Nayo: So, Yuffie, what do you think of the undercity?",Nayo,"So, Yuffie, what do you think of the undercity?",9
"Yuffie: Way too crowded. I can't stand it. Ugh, and the stench! How can anyone live here?",Yuffie,"Way too crowded. I can't stand it. Ugh, and the stench! How can anyone live here?",16
"Sonon: Gotta agree with you about the smell, but you get used to it quick enough.",Sonon,"Gotta agree with you about the smell, but you get used to it quick enough.",15
Nayo: And the crowds stop bothering you eventually. The place can grow on you if you give it a chance.,Nayo,And the crowds stop bothering you eventually. The place can grow on you if you give it a chance.,19
Yuffie: Uh...wait a second. Are you actually saying you like it here? I thought you hated it.,Yuffie,Uh...wait a second. Are you actually saying you like it here? I thought you hated it.,16
"Nayo: Midgar isn't the enemyShinra is. I know Ws don't really see the distinction, but...we do.",Nayo,"Midgar isn't the enemy—Shinra is. I know Ws don't really see the distinction, but...we do.",15
Yuffie: Then what was that stuff on the news? About a reactor blowin' up and all. No way that was an accident. It had to be Avalanche.,Yuffie,Then what was that stuff on the news? About a reactor blowin' up and all. No way that was an accident. It had to be Avalanche.,26
Nayo: Shh!,Nayo,Shh!,1
Yuffie: Sorry...,Yuffie,Sorry...,1
"Yuffie: Uh, what's up?",Yuffie,"Uh, what's up?",3
Nayo: Those guys there are from the splinter cell.,Nayo,Those guys there are from the splinter cell.,8
Yuffie: Splinter cell?,Yuffie,Splinter cell?,2
"Nayo: They used to be with Avalanche, but left after a ""policy dispute.""",Nayo,"They used to be with Avalanche, but left after a ""policy dispute.""",12
"Biggs: Well, look who it is. Lovin' your work! So how many reactors is that now? Wait... Where's Cloud?",Biggs,"Well, look who it is. Lovin' your work! So how many reactors is that now? Wait... Where's Cloud?",18
Barret: We lost him.,Barret,We lost him.,3
Biggs: You what?,Biggs,You what?,2
Tifa: Hewillbe okay though...right?,Tifa,He will be okay though...right?,3
"Barret: Well...of course he will! A little fall ain't gonna stop a hard-ass like him. He'll come swaggerin' back before long, you mark my words.",Barret,"Well...of course he will! A little fall ain't gonna stop a hard-ass like him. He'll come swaggerin' back before long, you mark my words.",24
Tifa: Yeah...I guess he will.,Tifa,Yeah...I guess he will.,4
Barret: Now can we talk about President Shithead? Spoutin' all that crap about us!? That lyin' son of a bitch! Working for Wutai!? Avalanche ain't nobody's,Barret,Now can we talk about President Shithead? Spoutin' all that crap about us!? That lyin' son of a bitch! Working for Wutai!? Avalanche ain't nobody's—,25
Tifa: Barret.,Tifa,Barret.,1
Biggs: Speakin' of sons of bitches...I heard the Wall Market's very own Don Corneo has his stooges out lookin' for ya.,Biggs,Speakin' of sons of bitches...I heard the Wall Market's very own Don Corneo has his stooges out lookin' for ya.,20
Tifa: Huh?,Tifa,Huh?,1
Barret: Is that so?,Barret,Is that so?,3
Barret: Don't got time for no low-level mobsters. We got Shinra in our sights.,Barret,Don't got time for no low-level mobsters. We got Shinra in our sights.,13
Barret: Tifa. You and I both know this is far from over. Right? Might as well get some restwhile we still can.,Barret,Tifa. You and I both know this is far from over. Right? Might as well get some rest—while we still can.,21
Tifa: Right.,Tifa,Right.,1
Tifa: You know what? I think I am gonna look into this.,Tifa,You know what? I think I am gonna look into this.,11
Biggs: Good luck out there.,Biggs,Good luck out there.,4
Nayo: They're the ones who blew up the reactors.,Nayo,They're the ones who blew up the reactors.,8
Yuffie: Cool. Should we say hi?,Yuffie,Cool. Should we say hi?,5
"Sonon: Nah, better not. After what they've done, you gotta assume Shinra's on their tail. Should keep our distance.",Sonon,"Nah, better not. After what they've done, you gotta assume Shinra's on their tail. Should keep our distance.",18
Nayo: Yeah. My thoughts exactly.,Nayo,Yeah. My thoughts exactly.,4
"Nayo: The people in the splinter cell, they couldn't care less about collateral damage...long as Shinra goes down.",Nayo,"The people in the splinter cell, they couldn't care less about collateral damage...long as Shinra goes down.",17
"Yuffie: So, what's wrong with that? Sounds good to me.",Yuffie,"So, what's wrong with that? Sounds good to me.",9
Nayo: We're not out to blow Midgar up or tear it downwe want to save it from Shinra. Look around. Nine outta ten of the people living here are innocent bystanders. We can't level their home to take down one company.,Nayo,We're not out to blow Midgar up or tear it down—we want to save it from Shinra. Look around. Nine outta ten of the people living here are innocent bystanders. We can't level their home to take down one company.,40
"Yuffie: Well, that company almost leveledourhome, and they've gotta learn their lesson.",Yuffie,"Well, that company almost leveled our home, and they've gotta learn their lesson.",11
"Nayo: Yeah, I get that.",Nayo,"Yeah, I get that.",4
"Sonon: Gotta admit, I'm surprised you agreed to work with us.",Sonon,"Gotta admit, I'm surprised you agreed to work with us.",10
Nayo: We're just doing what we think is necessary...to build a brighter future. That's all there is to it.,Nayo,We're just doing what we think is necessary...to build a brighter future. That's all there is to it.,18
"Sonon: In other words, you're working with us so we don't work with your old buddiesknowing what would happen if we did.",Sonon,"In other words, you're working with us so we don't work with your old buddies—knowing what would happen if we did.",21
"Nayo: Uh, can we table this for later, maybe? Not sure now's the best time for heavy topics.",Nayo,"Uh, can we table this for later, maybe? Not sure now's the best time for heavy topics.",17
"Yuffie: Yeah, couldn't agree more. Consider it tabled!",Yuffie,"Yeah, couldn't agree more. Consider it tabled!",7
"Nayo: So...what exactly does this ""ultimate materia"" do? I'm guessing you have big plans for it?",Nayo,"So...what exactly does this ""ultimate materia"" do? I'm guessing you have big plans for it?",15
"Yuffie: Like after we steal it? Well, the more materia you have, the stronger you are, right? So once we've got theultimatemateria, we'll be stronger than anyone!",Yuffie,"Like after we steal it? Well, the more materia you have, the stronger you are, right? So once we've got the ultimate materia, we'll be stronger than anyone!",26
Nayo: I guess you will...,Nayo,I guess you will...,4
Yuffie: (chuckles) It's gonna be awesome!,Yuffie,(chuckles) It's gonna be awesome!,5
"Sonon: And not just that. By sneaking into Shinra HQ and snatching their most prized possession from under their noses...not only will we deal a massive blow to their morale...but we'll prove to them that while Wutai might be down, we're not out. That the gist of it, Boss?",Sonon,"And not just that. By sneaking into Shinra HQ and snatching their most prized possession from under their noses...not only will we deal a massive blow to their morale...but we'll prove to them that while Wutai might be down, we're not out. That the gist of it, Boss?",48
"Yuffie: Uh, sure is!",Yuffie,"Uh, sure is!",3
Corneo Lackey (1): See that one?,Corneo Lackey ,See that one?,3
"Corneo Lackey (2): Well hello there, hot stuff... How'd ya like a shot at the big time?",Corneo Lackey ,"Well hello there, hot stuff... How'd ya like a shot at the big time?",14
Yuffie: (chuckles),Yuffie,(chuckles),1
"Corneo Lackey (2): With those looks, I guarantee you're golden.",Corneo Lackey ,"With those looks, I guarantee you're golden.",7
Yuffie: (chuckles),Yuffie,(chuckles),1
Corneo Lackey (2): So whaddaya say? Ready to be queen of the undercity?,Corneo Lackey ,So whaddaya say? Ready to be queen of the undercity?,10
Yuffie: Hey! What am I? Chopped liver!?,Yuffie,Hey! What am I? Chopped liver!?,6
Corneo Lackey (2): The kid doesn't need to hear this.,Corneo Lackey ,The kid doesn't need to hear this.,7
"Corneo Lackey (1): Now be a good girl and cover your ears, okay?",Corneo Lackey ,"Now be a good girl and cover your ears, okay?",10
Corneo Lackey (2): You'd be living and working in the most luxurious residence in all of Wall Ma,Corneo Lackey ,You'd be living and working in the most luxurious residence in all of Wall Ma—,15
"Nayo: You want me to be one of Corneo's brides, is that it? Which makes you a ""person of influence,"" right?",Nayo,"You want me to be one of Corneo's brides, is that it? Which makes you a ""person of influence,"" right?",20
"Corneo Lackey (2): Oh, I see you know your stuff. But I'd say I'm more of a ""helping hand."" So, why don't you help me help you?",Corneo Lackey ,"Oh, I see you know your stuff. But I'd say I'm more of a ""helping hand."" So, why don't you help me help you?",24
Corneo Lackey (3): Let's get going.,Corneo Lackey ,Let's get going.,3
Nayo: What're you doing!? Get your hands off me? Ugh!,Nayo,What're you doing!? Get your hands off me? Ugh!,9
"Corneo Lackey (3): Now, don't go playin' ha",Corneo Lackey ,"Now, don't go playin' ha—",5
"Yuffie: (laughs) Know any kids who can dothat? No you don't, 'causeI'man adult.",Yuffie,"(laughs) Know any kids who can do that? No you don't, 'cause I'm an adult.",12
Corneo Lackey (2): (laughs),Corneo Lackey ,(laughs),1
"Yuffie: Also, I'm pretty hot stuff myself, thank you very much.",Yuffie,"Also, I'm pretty hot stuff myself, thank you very much.",10
"Corneo Lackey (2): Hah. Sure, whatever helps you sleep at night,little girl. But if you wanna pull up a seat at the grown-ups' table...be my guest.",Corneo Lackey ,"Hah. Sure, whatever helps you sleep at night, little girl. But if you wanna pull up a seat at the grown-ups' table...be my guest.",23
"Sonon: Hey, at least you tried.",Sonon,"Hey, at least you tried.",5
"Corneo Lackey (2): You're gonna eat those words, you smuh piece of shit.",Corneo Lackey ,"You're gonna eat those words, you smuh piece of shit.",10
Corneo Lackey (4): Boss! Boss! You're not gonna believe this! The hottie of the century just fell righ t into our laps!,Corneo Lackey ,Boss! Boss! You're not gonna believe this! The hottie of the century just fell righ t into our laps!,19
Corneo Lackey (2): She did?,Corneo Lackey ,She did?,2
"Corneo Lackey (4): (laughs) Goods under the hood, junk in the trunk, and down for a bumpy ride!",Corneo Lackey ,"(laughs) Goods under the hood, junk in the trunk, and down for a bumpy ride!",15
"Corneo Lackey (2): Sorry, ladies, but after careful consideration, we've decided to go with a more ""qualified"" applicant. Let's go.",Corneo Lackey ,"Sorry, ladies, but after careful consideration, we've decided to go with a more ""qualified"" applicant. Let's go.",17
Corneo Lackey (3): See ya around!,Corneo Lackey ,See ya around!,3
Yuffie: Okay...,Yuffie,Okay...,1
"Yuffie: So, who were those creeps anyway?",Yuffie,"So, who were those creeps anyway?",6
"Nayo: Don Corneo's ""talent scouts."" They'll say and do just about anything to get unsuspecting girls back to the don's mansion.",Nayo,"Don Corneo's ""talent scouts."" They'll say and do just about anything to get unsuspecting girls back to the don's mansion.",20
Sonon: I thought it looked seedy. Guess you'dhaveto be a scumbug to build a place like that.,Sonon,I thought it looked seedy. Guess you'd have to be a scumbug to build a place like that.,16
Yuffie: Oho? And how doyouknow what it looks like?,Yuffie,Oho? And how do you know what it looks like?,8
Sonon: I saw it while I was scouting the area.,Sonon,I saw it while I was scouting the area.,9
"Nayo: Well, we're here. Now we just have to wait.",Nayo,"Well, we're here. Now we just have to wait.",9
Yuffie: Wait for who?,Yuffie,Wait for who?,3
"Nayo: Not sure. We used to have someone who could make fake IDs in-house, but...they went off with the splinter cell. We've never dealt with this particular vendor before.",Nayo,"Not sure. We used to have someone who could make fake IDs in-house, but...they went off with the splinter cell. We've never dealt with this particular vendor before.",28
"Yuffie: Hey, uh... What's up with that guy?",Yuffie,"Hey, uh... What's up with that guy?",7
Nayo: Mako poisoning. That's what happens if you don't make the grade as a SOLDIER...or when the military's done using you.,Nayo,Mako poisoning. That's what happens if you don't make the grade as a SOLDIER...or when the military's done using you.,20
Sonon: Just another one of Shinra's victims.,Sonon,Just another one of Shinra's victims.,6
"Yuffie: Them again!? Oh, Shinra's so gonna get it!",Yuffie,"Them again!? Oh, Shinra's so gonna get it!",8
"Counterfeiter: If it's Shinra you've got beef with... You'll be needing these. Can't access the plate without 'em. They're gonna scan for those things on the train, so make sure to keep 'em on you.",Counterfeiter,"If it's Shinra you've got beef with... You'll be needing these. Can't access the plate without 'em. They're gonna scan for those things on the train, so make sure to keep 'em on you.",34
Nayo: Thank you.,Nayo,Thank you.,2
"Yuffie: Hey, hold up!",Yuffie,"Hey, hold up!",3
Yuffie: Try it. You'll love it.,Yuffie,Try it. You'll love it.,5
Yuffie: Foreigners and their weak jaws...,Yuffie,Foreigners and their weak jaws...,5
Nayo: We should probably head back and wait for Zhijie.,Nayo,We should probably head back and wait for Zhijie.,9
"Yuffie: Enjoy your materia while you still can, Shinra, 'cause we're comin'!",Yuffie,"Enjoy your materia while you still can, Shinra, 'cause we're comin'!",11
"Sonon: Not yet, Boss. With things the way they are, we can't just go strolling up to the front gates. We're gonna need Avalanche to help us bypass security before we can do anything.",Sonon,"Not yet, Boss. With things the way they are, we can't just go strolling up to the front gates. We're gonna need Avalanche to help us bypass security before we can do anything.",33
Yuffie: Aw! Hmph.,Yuffie,Aw! Hmph.,2
Robed Man: Re...un...ion...,Robed Man,Re...un...ion...,1
Yuffie: A-wha...?,Yuffie,A-wha...?,1
Nayo: Huh. What's this about?,Nayo,Huh. What's this about?,4
"Nayo: ""Change of plans. Go to the pillar. Will explain there. Hurry.Zhijie""",Nayo,"""Change of plans. Go to the pillar. Will explain there. Hurry.—Zhijie""",11
"Yuffie: ""Change of plans""?",Yuffie,"""Change of plans""?",3
Sonon: TheS7pillar?,Sonon,The S7 pillar?,1
"Nayo: Otherwise known as ""the roof of the slums."" Follow me, guys.",Nayo,"Otherwise known as ""the roof of the slums."" Follow me, guys.",11
Sonon: Why's he need us to hurry? I don't like the sound of this.,Sonon,Why's he need us to hurry? I don't like the sound of this.,13
"Yuffie: Well, if you ask me, it's high time things picked up around here.",Yuffie,"Well, if you ask me, it's high time things picked up around here.",13
"Nayo: You like living in the fast lane, huh.",Nayo,"You like living in the fast lane, huh.",8
"Yuffie: Yeah, I'm not your garden-variety Wutaian. I'm a rare bloom!",Yuffie,"Yeah, I'm not your garden-variety Wutaian. I'm a rare bloom!",10
Sonon: More like a mutant.,Sonon,More like a mutant.,4
"Yuffie: Ooh, I'msogonna use that!",Yuffie,"Ooh, I'm so gonna use that!",4
Nayo: Almost there.,Nayo,Almost there.,2
Yuffie: Hey! That's Zhijie.,Yuffie,Hey! That's Zhijie.,3
Sonon: You're right. Hold up.,Sonon,You're right. Hold up.,4
"Security Officer: Hey, I'm talking to you! Answer me! Well?",Security Officer,"Hey, I'm talking to you! Answer me! Well?",8
Zhijie: Uh... Look! A moogle!,Zhijie,Uh... Look! A moogle!,4
Security Officer: Stop!,Security Officer,Stop!,1
Sonon: We gotta help.,Sonon,We gotta help.,3
Nayo: You two go after Zhijie. I'll head back and tell the others what happened.,Nayo,You two go after Zhijie. I'll head back and tell the others what happened.,14
Sonon: That way.,Sonon,That way.,2
Sonon: Boss. We might not be back for a while. Best to stock up before leaving.,Sonon,Boss. We might not be back for a while. Best to stock up before leaving.,15
Yuffie: Do you have any idea what Zhijie actually did?,Yuffie,Do you have any idea what Zhijie actually did?,9
"Sonon: Whatever it was, he probably did it for us.",Sonon,"Whatever it was, he probably did it for us.",9
"Yuffie: Well, now I feel bad.",Yuffie,"Well, now I feel bad.",5
"Sonon: No time for that, Boss.",Sonon,"No time for that, Boss.",5
Yuffie: Right.,Yuffie,Right.,1
Zhijie: Shit...,Zhijie,Shit...,1
Security Officer (1): Got nowhere to run.,Security Officer ,Got nowhere to run.,4
Security Officer (2): Tell us what you know. Now.,Security Officer ,Tell us what you know. Now.,6
Zhijie: (chuckles) How 'bout later? I'm not stupid.,Zhijie,(chuckles) How 'bout later? I'm not stupid.,7
Security Officer (2): Hey!,Security Officer ,Hey!,1
Security Officer (1): After him!,Security Officer ,After him!,2
Yuffie: Oho! Talk about fast. Is he one of us?,Yuffie,Oho! Talk about fast. Is he one of us?,9
"Sonon: We don't have time to get into that, Boss. You can ask him yourself once he's safe. Come on.",Sonon,"We don't have time to get into that, Boss. You can ask him yourself once he's safe. Come on.",19
On-screen: Shipping Facility,On-screen,Shipping Facility,2
"Zhijie: You got grit, I'll give ya that.",Zhijie,"You got grit, I'll give ya that.",7
Security Officer: Piece of shit. He's toying with us.,Security Officer,Piece of shit. He's toying with us.,7
"Yuffie: This some kind of factory or something? It reminds me of a place I passed through when I first got here. And if it's anything like that, it'll be crawlin' with monsters.",Yuffie,"This some kind of factory or something? It reminds me of a place I passed through when I first got here. And if it's anything like that, it'll be crawlin' with monsters.",32
Zhijie: Sorry!,Zhijie,Sorry!,1
Security Officer (1): (sighs) Dammit.,Security Officer ,(sighs) Dammit.,2
Security Officer (2): We should radio the other squads.,Security Officer ,We should radio the other squads.,6
Yuffie: Aha! Been lookin' for you!,Yuffie,Aha! Been lookin' for you!,5
Security Officer (1): The hell!?,Security Officer ,The hell!?,2
On-screen: Operate conveyor belt?,On-screen,Operate conveyor belt?,3
"Yuffie: Hey, you think Nayo's alright?",Yuffie,"Hey, you think Nayo's alright?",5
"Sonon: She's a local, remember. She'll be fine.",Sonon,"She's a local, remember. She'll be fine.",7
