Character,clean_dialogue,narrative_type,plot_unit_id
NPC,"Ok. Expert! Enlighten us on Limit Techniques, why doncha?",dialogue,633
Cloud,I don't have too much to say about that...,dialogue,633
Cloud,"There are 2 basic ways of building up your Limit techniques. First, just use them! And second is to finish off as many enemies as possible! It sounds easier than it is. Everyone knows that when you gain a new Limit technique, you need to select it in the menu. And you knew that you won't be able to use advanced techniques on each level if you haven't used the basic ones. Since the type and growth for each limit techniques is different, that's about all I will say.",dialogue,633
Cloud,"A long time ago I heard extreme techniques exist within the Limit techniques. But, if that's true you wouldn't be able to get it in any normal way. That's about all I know about it.",action,633
NPC,"Ok, Mr. Know-it-all, ex-SOLDIER! Let me revenge...I mean, review!",narration,633
Cloud,What do you want to review?,dialogue,633
Cloud,"ATB means Active Time Battle. It's a system in which time continuously runs during battle. If the ATB is changed to  in the Config Menu... Time stops during battle while you select magic or an item. That lets you select your commands carefully. It's geared especially for beginners like you. In config, if you change from ATB to ... Time will stop while magic or item effects are displayed. This lets you watch the effects carefully. Letting you fight at your own pace... this is the way to go. I always use ACTIVE mode, but choose what you want. That's all.",action,633
Cloud,"During a battle, white numbers that appear on the screen indicate damage, and green numbers indicate recovery points. Remember that, if you don't want to be wiped out.",narration,634
Cloud,"Change will change your fighting position to either the front or back row. If you select the back row, the amount of damage you receive is reduced, but so is your attacking power.  can be selected from the battle menu by pushing the . You can also select  from battle menu by pushing the Directional button to the right. Defend will reduce your damage by half until your next turn. It's better to use Defend for strong enemies. Of course, I don't need anything like that.",action,634
Cloud,"I don't know too much about Escape during battles since I never do it, but...someone like you might need it. You can escape by holding down the",narration,634
Cloud,"It might be hard to understand this next one since you can't check it right now, but just listen. I'm talking about the Gauges displayed during battle. Time Gauge shows the time remaining until your next turn during battle. You can enter a command once the Gauge is full, but if you don't want to enter a command, press the",action,634
Cloud,"Status simply means the status of the characters. I don't want to repeat myself too much, so I'll mention the main points.",narration,634
Cloud,"Phew...I'm tired. Changed Status can be changed with magic and items, so always double check it when you buy things.",narration,634
Cloud,"Elementals are special Elementals that come with magic and weapons. You have to use this to your advantage in battle. Only once you start thinking in terms of Elementals can you truly be called an intermediate player. Here are some examples. Remember, they're just examples. You don't have to memorize them.",narration,634
Cloud,"Using opposite Elementals often is effective in battle. Using the same Elementals usually increases Defense. But, the reverse is also true. Watch out for it. To find out what Elementals an enemy has, you need Sense Materia. Once you get it, try it out.",dialogue,634
Cloud,"If you don't understand what I just told you, I guess you just have a limited capacity for information. But, relax. Push the  Button during battle. A Help Message should explain the different commands to you. It'll tell you things like the monsters' names, even I look at it, sometimes... So don't be ashamed to use it.",action,635
NPC,"This is the Beginner's Hall ! Your explanations were so complicated I couldn't return to the Planet. So, I have a right to ask you again.",dialogue,635
Cloud,What do you want to know?,dialogue,635
Cloud,"For my explanation, I'll need a Potion.",narration,635
NPC,"Man, ex-SOLDIER's sure are cheap. OK, I'll GIVE you a Potion...",narration,635
NPC,I don't seem to have any on me. Why don't you go buy one?,action,635
Cloud,"I think you know the basics, but just in case... Do not open the PlayStation or change discs until instructed. If you open the Disc Cover, I can't guarantee anything. That is all.",action,635
NPC,How 'bout a ship taxi? Only in Junon! Free to Air Force personnel!,narration,635
NPC,Roger!! Hey! Taxi!!,narration,636
NPC,Where to?,narration,636
NPC,Right! The next town it is!!,narration,636
NPC,Thanks!!,narration,636
NPC,Then outside Junon it is! Take care!!,narration,636
NPC,"Just holler whenever you want a ride! If you get sick easily, maybe you'd better not go.",action,636
NPC,Hey!! Stay out of the way!,narration,636
NPC,Enjoy your stay.,narration,636
NPC,Good morning! You still seem a little sleepy. Looking forward to seeing you again.,action,637
NPC,"Aw, knock it off already! You don't have enough moolah! No, you 'forget it'!",narration,637
NPC,Come again.,narration,637
NPC,Please! Come in...,narration,637
NPC,Welcome!,narration,637
NPC,I won't charge you for a smile...,narration,637
NPC,"Buy a lot, cutie!",narration,637
NPC,Please go to the counter.,action,637
NPC,Thank you very much!,narration,638
NPC,...gulp... Going do---wn.,action,638
NPC,"This floor is the Submarine Dock... Those of you visiting the Underwater Reactor, please proceed through the connecting tunnel.",narration,638
NPC,...gulp... Going u---p.,action,638
NPC,Returning to Junon.,narration,638
NPC,...gulp... We're here...,narration,638
NPC,"A new version of submarine. I'll be sailing on it. Man, I can't wait!",action,638
NPC,Man...... It's so boring keeping watch at the Underwater Reactor.,narration,638
NPC,All I wanted was to become a pilot! It used to leave me speechless watching the Highwind in the sunset!,narration,639
NPC 1,"Ever since I was late to that parade, they've been on my back everyday with basic training. I can't handle it anymore!",narration,639
NPC 2,Hey! Stop yappin'!,narration,639
NPC,"Hmm? A know-it-all, huh? All right!! Come in!!",narration,639
NPC,"Ugh...My eyes are tired... No, this is the time for me to really buckle down! Until I become SOLDIER First Class.",narration,639
NPC,"Oh, welcome!",narration,639
NPC,I've got nothing to sell to you! Come back later!,action,639
NPC,Hey! Yo! You want weapons?,narration,639
NPC,Hey! Yo! Our weapons are the best!,narration,640
NPC,Hey! Yo! Would you like to buy the whole store?,narration,640
NPC,I'm sorry! It's all rented out today!,narration,640
NPC,"Looks like something's going on outside, but we're too smashed to do anything...",action,640
NPC,"Ooh, oohh... Oh man, my head's burning up...",narration,640
NPC,Seems like you're all a little too young to be in here.,narration,640
NPC,Seaweed... Seaweed...,narration,640
NPC,It just isn't a party without Rude!,narration,640
NPC,Welcome! I was just starting to get worried... You see our sales were pretty bad today.,narration,641
NPC,Only authorized personnel are allowed past this point!,narration,641
NPC,"You know too, right? About Junon Navy's important classified information. A new submarine has almost been completed using Shinra's top technology.",narration,641
NPC,Oh! Welcome! We don't have anything special now. I kind of messed up the last time I ordered but feel free to look around!,narration,641
NPC,"Welcome to 'Inn'd of the line' in Junon. Wait, I shouldn't be sayin' stuff like that. Wanna spend the night?",action,641
NPC,These barracks are for soldiers. This is no place for civilians.,narration,641
Shinra manager,It's so shameful! ...and they told me that I would be staying at five star hotels on these trips...,narration,641
Shinra manager,How can you guys sleep in a place like this?,narration,641
NPC,"There're lots of stores in Junon. If we don't do this...we can't compete. But, what bothers me is that the girls make more than me.",dialogue,642
NPC,"I used to be in SOLDIER... Once I left, I opened up this shop... But to tell you the truth, I'd rather be at the shop downstairs.",action,642
NPC,Mommy... My mommy...,narration,642
NPC,I'm a good lookin' man once I take my uniform off.,action,642
NPC,"Booze, booze! Ain't nothing like booze during working hours.",narration,642
NPC,I'm sorry. The bar is only for Shinra employees.,narration,642
NPC,"Lately it seems like the economy's been better. Must be the 'Rufus' effect. Cargo ships are always coming and going from Costa del Sol. Now I'll overlook the fact that you're a stowaway, but you better at least help with the cargo.",action,642
NPC,"It's kinda lonely at the airport without the Highwind, isn't it? I miss that bikini girl on the side of the plane.",narration,642
NPC,"Right now the Shinra's using it to gather the Huge Materia from the Corel Reactor and from the Fort Condor Reactor. The Gelnika's flying all over the place! The only one that's not busy, is probably me!",narration,643
NPC,"The Shinra's collecting Huge Materia at the Junon Undersea Reactor! When they're done, they'll bring it to this airport. Get out of here before you get in the way!",narration,643
NPC,"What...me? I'm gonna be watching from here, so that I don't get in their way either!",action,643
NPC,"Finished loading the Huge Materia! All we have to do now is to ready the cargo ship, 'Gelnika', for departure and we're done!",action,643
NPC,I'm glad we got Gelnika to the Rocket Town safely. But they sure think big. Looks like they're going to use the Huge Materia's to break up Meteor...,action,643
NPC,The Shinra Army's gathered at Midgar. Now it's just a matter of time Sephiroth's dead.,narration,643
NPC,What...me? I don't mind. I'll just wait here. My life is important to me.,action,643
NPC,I finally got orders to join the Great Sephiroth Plan. I even get to go on the Gelnika too...,action,643
NPC,"But, I'm just gonna ignore them. I wanna live to see the end of the world. If I'm lucky... There'll be a good place for me in the New World.",action,644
NPC,"Doesn't it bother you? Flying around knowing that you could die at any moment? If that's the case, might as well live on the edge, I say. But before I can do that, I gotta get a license first.",action,644
NPC 1,I sure was frightened when Weapon attacked. It gives me the chills knowing there's still two of them left.,narration,644
NPC 2,"Oh yeah? Well, I'm ready to fight the worst enemy mankind's ever had like a real warrior. It's not everyday you get to fight in an inter-planetary war.",narration,644
NPC 1,The President is gathering up all the Huge Materia on the planet. He wants to shoot it at Meteor in the rocket.,narration,644
NPC 2,President Rufus is different from the older generation. He'll protect the planet with all of the technology Shinra currently has.,narration,644
NPC 1,"Protect? No, I don't think so. The President isn't the type to do anything so heroic. It's all just a game--a question of winning or losing--to him...",narration,644
NPC 1,"After they get it, they'll take it to the airport and will transport it to Rocket Town by Gelnika. Don't let your guard down!",narration,644
NPC 2,They've finally started collecting the Huge Materia from the Junon Underwater Reactor.,narration,645
NPC 1,"Whew...I hope everything goes all right until we get to Rocket Town. Then, our mission is nearly complete.",action,645
NPC 2,Not so fast. We still have one major task... we still have to transport the stuff...,dialogue,645
NPC 1,The stuff...,narration,645
NPC,Come on in!,narration,645
NPC,"Our forces are in the process of gathering the Huge Materia from the Corel and the Fort Condor Reactors! Once these two missions are completed, the Underwater Reactor will be our next target! Till then, we do nothing but train, train, train!",narration,645
NPC 1,"I'm starting to feel like I can't stop anymore. I've been had!! I want to get in a real battle, too!",narration,645
NPC 2,Hey! Stop yappin'!,narration,645
NPC,Hmmm? You have no right to enter!,action,646
NPC,"Hmmm? Back again, Mr. Know-it-all!? All right! You can enter!!",action,646
NPC,"I lost most of my rivals in the attack on Weapon. Oh, of course, I was here, studying. And the coveted green officer's uniform is almost in my reach.",narration,646
NPC,"After that, I'll get on the newspapers as a plain clothed First Class officer in SOLDIER... A triumphant return to my homeland!! Tons of fan letters... My future's peachy!",narration,646
NPC,"Everyday there's no ship coming in, I always come here to watch the sun go down. The sun disappears almost like it's swallowed up in the big horizon. And somewhere out there is a big unknown continent with another port city. Twilight always gets me misty... I'm so glad I became a seaman.",action,646
NPC,Well...I wouldn't have time for one now anyway because of that Weapon thing...,narration,646
NPC,I haven't had a girl friend in 18 years. And I'm a romantic!......phew.,narration,646
NPC,"They're not going to get me down! Not me!! Weapon, Meteor, even bad customers, aren't going to get me!",action,646
NPC,This machine hasn't been working right ever since Weapon got to it!,action,647
NPC,"I'd like to close down this shop, but we got the regulars to think about... I don't know what to do......",action,647
NPC,"Weapon and Meteor scared everyone else off, but I'm sittin' here soused as usual.",narration,647
NPC,Welcome!! I just can't believe it. I never thought a monster like Weapon really existed.,narration,647
NPC,"Weapon was really something. Nothing can compare with his strength, but with a selection like this, our weapons'll win.",narration,647
NPC,Our rates are the same as the 1st class hotels. Would you like to stay?,narration,647
NPC,All the real soldiers were killed fighting Weapon. It may seem ironic that losers like me are still alive. But that's the reality of it.,narration,647
NPC,I'm learning to be a delinquent soldier!! I just can't seem to get the hang of it! It just isn't going right!!,action,647
Shinra manager,"I only came to help with the transporting of Junon's Huge Cannon, Sister Ray, but... Now the company tells me not to bother coming back... What's being a Shinra employee all about...?",dialogue,648
Shinra manager,Yeeeeee...... If Weapon killed all the upper management... then I'll be President...!!,narration,648
NPC,"Look, why not forget about Meteor and Weapon for now and do a little impulse shopping!?",dialogue,648
NPC,Why don't you surround yourself with young girls and have some fun...maybe for the last time.,dialogue,648
NPC,"I hired more girls after hearing that the world's coming to an end, but I wonder if I made a mistake. I keep getting more and more in debt. I've got to get out from under it somehow. Maybe I'll have Weapon help me.",action,648
NPC,"I used to be in SOLDIER. Recently, I've felt like dressing up like this... I don't know why, it's out of season, but...",dialogue,648
NPC,"I'm sorry. I've decided to close this place down. All my regular customers were killed by Weapon. Everyone was pretty weird, but I got a lot of memories of them.",action,648
NPC,Welcome to Bar del Sol! Here's to tropical nights!,narration,648
NPC,Hmm... Is this some kind of joke?,narration,649
NPC,"Praise the Lord,' it's a miracle!! Who'd ever think someone with some real money would ever come here......",narration,649
NPC,"I probably shouldn't even ask, but Are you really going to buy it?",action,649
On-screen,"Bought ""Villa Cloud""!",system,649
NPC,"Hmm, good-bye!! Good-bye fluffy bed!!",action,649
NPC,Oh well I'm kind of glad!,narration,649
Cloud,This is MY villa.,narration,649
On-screen,Rest up in your new villa?,system,649
NPC,...SNORE...SNORE...,narration,650
NPC,Geez my lower back's killing me!,narration,650
NPC,"Y, yes...sir!! How do you do! I'm the Manager. Nice to meet you. Well, if you'll pardon me, I'll be leaving. Good-night.",action,650
NPC,...SNORE...SNORE...,narration,650
 NPC,"Y, yes...sir!!",narration,650
NPC,"Oh, those items are free, so please help yourself.",narration,650
NPC,"You're stowaways, right? It's okay. I'm used to them. The truth is, before I worked here, I was one of the best.",narration,650
NPC,Costa del Sol...a harbor paradise where the sun always shines and it's summer all year round! Hmm......Things aren't going well...... You can go sightseeing in the city.,action,650
NPC,Damn. I'm soaking wet down to my underwear.,narration,651
NPC,Oops! You must be those AVALANCHE guys! Quick! Let's get outta here! Heidegger's in charge of the transport ship. That's tough for both of us.,narration,651
NPC,The transport ship won't be sailing for a quite a while. Heidegger's orders.,narration,651
NPC,"Thinking of being stowaways? It's 100 gil to Junon. Give it to me, and I'll put in a good word with the captain. What'll we do?",action,651
NPC,Okay. Come on. This way.,narration,651
NPC,It's not the most pleasant ride but make the best of it.,narration,651
NPC,Hey! No money? And you're trying to stowaway? Don't make me laugh!,narration,651
NPC,Thank you. Come back any time you want to stowaway on our ship.,narration,651
NPC,"Don't bug me. This is Rufus's first official visit since becoming President. It seems like he's here on business this time. I'm so jealous of him, I could spit. We're both about the same age, but, he's President.",narration,652
NPC,Rufus complimented me on my job! Wow!! I guess it pays to do good work.,action,652
NPC,"Oh crap... The manager of Shinra won't come down. Even though the President's here on business. All he does is play, forgetting everything to do with work.",narration,652
NPC,"But a bunch of hardworking deckhands like you wouldn't understand. On the marine blue sea, Gazing at the eternal skies that seem to go on forever... Gives you the feeling like you're taking a nap on the wing of a Cessna. It's the ultimate high!",action,652
NPC,"He's quite handsome, isn't he?...... Oh, don't worry, I'm not talking about you. I'm talking about President Rufus. Charming, rich, blond... He even looks good in a double-breasted suit.",action,652
NPC,Today's a great day for a nap in the sun. It always puts me in a good mood!,action,652
NPC,"Heh, heh... I hear the Shinra brass are arriving soon. Heh, heh...! Got nothing to do with us, does it?",action,652
NPC,"Hey! Spread out, all of you, out!! Put any fingerprints, scratches, or dents on that plane and I'll put one in your head!",narration,652
NPC,"Da plane, da plane!! This's something you'll never be able to do in your lifetime. So you just watch from a distance... and wish.",narration,653
NPC,"Hey, who're you?. You look like you've been around the world twice. I don't know what your story is, but hang in there.",dialogue,653
Shinra manager,"Oh, oh, oh!!! I'm gonna quit this company!! I mean it, I'm really gonna quit!!",action,653
Shinra manager,"Heidegger's such an idiot!! And Rufus, acting all big!!",narration,653
Shinra manager,"God, that sure felt good...",action,653
NPC,"Say, aren't you bored?",dialogue,653
NPC,"Oh, really? I'm a little bored. Come on, back to work now!",narration,653
NPC,Isn't that good? You're just expecting too much.,action,653
NPC,Here you are! The Costa del Sol tourist information guide. What do you want to know?,dialogue,654
NPC,Let's see. I recommend a resort located on the outskirts of the city.,narration,654
NPC,"If you're looking for souvenirs, we recommend Butch's.",narration,654
NPC,"Wait a minute. I'm going to look at my guidebook. It says, Costa del Sol is the gateway to the West. And has a prominent world renown resort, which has been around for ages.",action,654
NPC,"Come on! I don't care about that! If you want a good time, come to the beach! There are lots of beautiful women. You wouldn't happen to be...rich?",action,654
NPC,"You're kidding! You can't tell just by looking. But I'll tell you just in case. After relaxing at Costa del Sol, stop by the Gold Saucer. It's a rich and exciting place to play!",action,654
NPC,I thought so. Are you interested? This is the road to Gold Saucer.,action,654
NPC,"Head south to the Gold Saucer, and you'll find casinos and an amusement park. But if you're planning to walk, you'll have to cross mountains and valleys. I wouldn't recommend it. But if you're on a vacation, you should go there at least once.",action,654
NPC,"1, 2, 3, here we go!",action,655
NPC,I heard. That big dog talks like a human. That's cool ...but it's weird.,narration,655
NPC,It's the ocean. A creepy man was signaling for us to come. I was scared to come here!,narration,655
NPC,It hurts when you kick me with your bare feet!,narration,655
NPC 1,Shall we play our hand around here?,narration,655
NPC 2,"Not yet. Remember, no compromises.",narration,655
NPC 1,"You're right. After all, this trip was expensive.",narration,655
NPC 2,But only your average Joes are trying to pick us up.,narration,655
NPC 1,"Well, that's because we're just too beautiful and hard to approach.",narration,656
NPC 2,"I guess so. Well, I envy the plain Janes.",narration,656
NPC 1,Why don't we compromise? We'll make do with what we have.,dialogue,656
NPC 1,Why's that!?,dialogue,656
NPC 2,Not yet!!,narration,656
NPC 1,Eaghhh!,narration,656
NPC 2,It's your fault!,narration,656
NPC 1,What's wrong with you!?,dialogue,656
NPC 2,You wanna go!?,action,657
NPC 1,Whew!!!,narration,657
NPC 1,A man......,narration,657
NPC 2,A good-looking man......,action,657
NPC 1,Where......,narration,657
NPC 2,Ho! Ho! Ho......,narration,657
NPC 1,Yipes!!,narration,657
NPC 2,Grrrr......,narration,657
NPC 1,...pant...wheeze!......,narration,658
NPC,How about a 'Soft' as a memento of this wonderful trip? Made especially in Costa del Sol!,narration,658
Butch,"Yeah, I'd like to hire a gorgeous chick and have a great time.",action,658
Butch,"Well, we're lucky to have that cutie working for us part-time.",narration,658
Butch,"You got me there...... We just hired her part-time. She ran off with our money and Materia. I guess a situation that's too good to be true, usually is.",action,658
Butch,"Well, please feel free to browse around. Just don't mind looking at what's left.",dialogue,658
NPC,"Yeah, snowboarding's what's happening this year. I'm sick of surfing.",dialogue,658
NPC,We look like great surfers... Only because we don't have any clothes other than these swim trunks.,action,658
NPC,We're all headin' over to Gold Saucer now. We're gonna make a ton of money at the Chocobo races. Then we're gonna take a trip to Icicle Inn and snowboard.,action,659
NPC,"I traveled around a long time... And this town has the most beautiful ocean I've ever seen. Sometimes you can't realize it when it's right in front of you. I guess I took it for granted because it's so close, and I was so used to seeing it all the time. That's the reason I found my way back here.",narration,659
NPC,Come on...please. If you don't buy from me... I can't make ends meet.,narration,659
Mukki,"I really like this town. You could walk around nearly naked, and no one'd look twice at you.",narration,659
NPC,......HIC... Mm? Wanna order? We're outta that now.,narration,659
NPC,...huff...puff... I can't stand hot places...,narration,659
NPC,You want drink? Iz ok. You take time.,narration,659
NPC,Hey! I thought you'd drop by.,narration,659
Johnny,mumble...mumble...,narration,660
Johnny,"Heh, heh, heh!...... My woman and me are getting along pretty good. But I'm such a pitiful waste......",action,660
Johnny,...sigh......I'm not good enough for her. What I should do?,action,660
NPC,What a fluffy bed...... feels so great......,dialogue,660
NPC,Mmm... Just a little longer......,narration,660
NPC,Oh!!,narration,660
NPC,"Oh, I'm sorry...... I didn't know you were here. This is embarrassing. Take your time and look around.",narration,660
NPC,"By the way, are you seriously considering buying?",narration,660
Cloud,What are you selling?,dialogue,661
NPC,That's pretty low. Are you pulling my leg?,narration,661
NPC,"I'm talking about this house. This villa used to belong to President Shinra. It only recently came back on the market. How do you like it? It has a large lot, comes fully furnished with this goose-down bed, and there's even a basement to boot. The villagers call it the Shinra Villa. Of course, we're not giving it away...",action,661
NPC,Wha? How do you plan to buy it without a dime on you?,narration,661
NPC,"Well, I'll tell the price just for your information. It's a steal at 300,000 gil. Out of your range? Out! Go on, out!",action,661
NPC,"Yes, you're right. I'm sorry, please continue.",narration,661
NPC,"Yes, you're right. I'm sorry, please continue.",narration,661
NPC,"Well, what do you think? Isn't it a fabulous villa? The feeling you get with owning a villa is simply...how should I say? ...indescribable. Well, let's wait for the captain.",action,661
NPC,Welcome!! What's it going to be? 200 gil a night.,action,662
NPC,"You must be tired. Tomorrow in the Costa del Sol area the weather is going to be......sunny, again.",action,662
On-screen,Cradled by the sound of the ocean waves...... Sweet dreams...,system,662
NPC,Good morning. Be careful traveling.,action,662
NPC,Good morning!!,action,662
NPC,Wait a minute! There's not enough money here.,action,662
NPC,You sure? I'll just be playing around here so drop by whenever you feel like it.,narration,662
NPC,"If you're headed for Mt. Corel, then you'd better buy some ""Soft"". At least that's what they always say, don't they? Be prepared, and you'll never fear.",dialogue,662
NPC,"Hey, I'm no idiot. I NEVER count my chickens before they hatch! Pretty good, huh?",action,663
NPC,"Hey...... heh heh......don't forget to talk to me, too.",narration,663
NPC,Always the same story... Women never pay any attention to me...,narration,663
NPC,Yipes!! Help!!,narration,663
NPC,"...breath...breath...! Kind of takes your breath away, don't it!?",narration,663
NPC,Eeeew!! Leave me alone!,narration,663
NPC,Ublk! Glug...glug...... You're gonna drown... I'm,action,663
NPC,"I'd be happy to be a guinea pig, if it's for Professor Hojo!",narration,663
NPC,Professor Hojo is so sweet. He's going to experiment on me.,action,664
NPC,That's right!! It totally skipped my mind! There was something I was supposed to tell you.,dialogue,664
NPC,"That's right! It's about that! It was yesterday. A man wearing a black cloak came up from the ocean. I think he had tickets for the Gold Saucer... no, that wasn't it... I wonder if it was all just an illusion?",action,664
NPC,If this is your idea of flirting...forget it. I do fine as it is.,narration,664
NPC,He never takes off his lab coat even in this heat. I guess that's the mark of an intellectual.,dialogue,664
NPC,Hey! President Rufus came here yesterday. He used to be the President's little boy. We nicknamed him the little Prez! He didn't look much different than the surfers on the beach.,narration,664
NPC,"The sea, the wind and the sun. Don't you just love the outdoors? It always puts me back on track.",narration,664
NPC,"I'll interpret Professor Hojo's whispers. Head west, past Mt. Corel and keep going......",action,664
NPC,"Did you get that? I didn't understand it well, myself.",narration,665
NPC,"Yes, Professor Hojo. Where...?",narration,665
NPC,"It looks like the Professor discovered or found a solution to something. You know, I wonder...... if they headed west for Mt. Corel?",narration,665
NPC,I'm getting a little sad. Professor Hojo looks happy like a child when he discovers something. He gets this big smile and then laughs......,narration,665
NPC,I guess we should chase after him. A vacation for two from Mt. Corel to Gold Saucer.,action,665
NPC,"Hey, good timing. Would you mind putting lotion on me?",action,665
NPC,Uhhhnn...,narration,665
NPC,Than--kyu!,narration,665
NPC,"Hey, loosen up a bit.",narration,666
NPC,"There's no ship to Junon. Recently, there's been a hoard on materials. Everything's topsy-turvy.",narration,666
NPC,"Everyone's in a rush to get one last vacation in before the Meteor strikes, That's why it's so busy here.",dialogue,666
NPC,"Not gonna be able to nap like this for much longer. When you put it that way, I feel kind of sad.",action,666
NPC,"Well, I'm not worried. When it all comes down, I'm heading for the skies. The only problem is...... will there be anywhere left to land?",narration,666
NPC,I don't feel like sightseeing around town. What I really want to do is... Looks like Gold Saucer is temporarily closed.,action,666
NPC,"Oh wow!! Man, that's huge!!",narration,666
NPC,The stars!! They're in flames!!,narration,666
NPC,They're burning. Someday they'll burn out. The stars are just like our youth.,narration,667
NPC,Ho! Ho! Ho!...... It's the end of the world.,narration,667
NPC,Wanna buy a souvenir to remember participating in the Meteor tour?,narration,667
Butch,Good or bad everything's gotta go! It's the end of the world sale!!,action,667
NPC,"I don't care if it's the Meteor or not, I'm not giving up yet! I still haven't surfed the best waves of Costa del Sol! I hope the Meteor doesn't strike before I do.",narration,667
NPC,It's weird seeing the reflection of the Meteor on the sea in the evening! It gives you the creeps.,narration,667
NPC,Come on...please. If you don't buy from me... I can't make ends meet. No one else will either.,narration,667
Mukki,I'm just sitting here havin' a quiet drink.,narration,667
NPC,I don't understand what my boss is thinking! I'm gonna yell at him! I'm gonna scream my head off till it gets ugly! Isn't that what life's all about? What do you think?,action,668
NPC,...huff...wheeze... Heat and cold are just memories of the Planet......,narration,668
NPC,I wan' learn how speak beddah. But don' wan' have stars fall down. You think...same?,narration,668
NPC,"When you're in here, forget about all those awful things going on outside, and... just enjoy yourself.",action,668
Johnny,I proposed to her in the middle of all that Meteor stuff! I don't care even if the world were to end right now! I can't think of anything else!,narration,668
Johnny,"No, no, NO!! Meteor's getting bigger by the minute!! I wanna live on the edge right now!! I want to build a home with my woman and grow old together! If you can't do it, I will! And that's that! I'm gonna do my best, so you hang in there, too!",action,668
NPC,I don't feel like doing anything. I just want to spend the rest of my life sleeping. Will you be staying together?,narration,668
NPC,Good night.,action,668
NPC,Stop looking like a hunted animal! Whatever happens...happens. Just go with it.,action,669
NPC,Sitting around waiting for Meteor to come...... Why's it gotta fall on us?,action,669
NPC,Eaaggh!! Leave me alone! I'm trying to learn how to swim before the end of the world.,narration,669
NPC,"It's getting closer and closer. Someone will do something, don't you think?",narration,669
NPC,"The sea breeze, sun and Meteor. Isn't nature strange?",narration,669
NPC,"I don't care even if it is the end of the world, I just want to sit here and drink cocktails!",narration,669
NPC,Ooooh......I think I drank too much.,narration,669
NPC,Please buy something! Anything will do!,narration,669
NPC,What do you want?,dialogue,670
NPC,Take that road on the left to the Ropeway station! The Ropeway'll take you to the Gold Saucer. It don't mean much to us poor folks though...,action,670
NPC,"If you want to survive, then you're gonna need some of my weapons.",action,670
NPC,"I want to leave this garbage dump of a town behind me, and start a new life. If I had a buggy, I'd cross the southern desert, and go to that town across the river...",action,670
NPC,Welcome. It's 50 gil a night. Would you like a room?,narration,670
NPC,Enjoy your stay.,narration,670
NPC,"Hmm, you don't quite have enough.",narration,670
NPC,Please come again.,narration,670
NPC,Isn't anyone brave enough to stick it to Shinra?,narration,671
NPC,YOU know who's responsible for North Corel winding up like this!,narration,671
NPC,I'll never understand the rich. I heard some guy named Dio at the Gold Saucer is collectin' rocks!,action,671
NPC,Get out of the way!! The only way we can make ends meet around here now is by collecting junk!,narration,671
NPC,"A buncha guys called Turks came here sayin' they'd pay 10000 gil for some rock called a 'Keystone'. When I asked how much they'd pay for a regular rock just layin' around here, they slapped me upside my damn head!!",dialogue,671
NPC,I hear it's a big fad now in the city to get tattoos. Is that right?,narration,671
NPC,Really...? I saw a big '1' on the arm of a young guy heading towards the Ropeway. That Black Cape he had on was really cool.,narration,671
NPC,"I guess I should get a '0' tattoo! For a poor man like me, '0' oughtta be perfect.",narration,671
NPC,Grandpa used to be a Coal Train engineer. He still can't kick his old habits from then.,narration,672
NPC,The next train's coming in soon.,narration,672
NPC,Everyone knows that accident couldn't have been avoided. But no one will be satisfied until someone takes the blame.,narration,672
NPC,"There was something glowing in that well over there. If I can get my hands on it, I'm gonna sell it and go to the Gold Saucer!",action,672
NPC,How am I supposed to continue living in a town that's lost everything...? To hell with the Mako reactor!,narration,672
NPC,Because of them......ugh my husband got into that accident... He used to be such a strong man...,action,672
NPC,Yaaay!! What do you wanna play?,dialogue,672
NPC,"The Ropeway takes you to the 'Gold Saucer'. It's free, so don't worry about it.",action,672
NPC,Look down... nuthin' but junk. Look up...Meteor. Am I gonna be stuck between these two for the rest of my life?,action,673
NPC,Some Shinra soldiers went up to Mt. Corel. They said they're collecting Huge Materia to blow up Meteor! Ya think they can really do it...? I'll bet the reactor destroys everything even before Meteor hits!,narration,673
NPC,"I figure if I stay alive long enough, something good's bound to happen.",action,673
NPC,"Staring up at Meteor won't put food in my stomach. But if I look down, sometimes I find somethin' to eat.",narration,673
NPC,"Shinra soldiers came around sayin' they were gathering up all the Huge Materia. I think they're gonna bring it here by coal train, from the Corel Reactor.",action,673
NPC,"Whenever I look up in the sky, I see Meteor staring me right in the face...... If you're comin' down, then hurry up do it!! 'Cause I'm gonna kick the $#@& outta ya!",action,673
NPC,"Hey, what's gonna happen to the world...? I guess no one wants to have fun anymore now that the Gold Saucer is closing...",action,673
NPC,"Hey, the Gold Saucer reopened! We've got to play hard to get our minds off Meteor.",action,673
NPC,"As long as we're here, Grandpa's not going to be able to forget about trains. Maybe we'll start anew, moving to Southern Isle of Mideel.",action,674
NPC,"With Meteor coming, I guess it won't make any difference...",narration,674
NPC,Seeing that train got Grandpa more excited than I've seen him for some time.,action,674
NPC,The next train's coming in soon.,narration,674
NPC,What the? Don't get hit by the train!,dialogue,674
NPC,Everyone knows that accident couldn't have been avoided. But no one will be satisfied until someone takes the blame.,narration,674
NPC,You saved my life. Not that I have much longer to live anyway...,narration,674
NPC,"There was something glowing in that well over there. If I can get my hands on it, I'm gonna sell it and go to the Gold Saucer!",action,674
NPC,I got it out of the well. It must be a special rock!!,action,675
On-screen,"Received ""Ultima"" Materia!",system,675
