plot_unit_id,character_list,dialogue_count,narrative_types,full_plot_text
674,NPC,8,"action, narration, dialogue","As long as we're here, Grandpa's not going to be able to forget about trains. Maybe we'll start anew, moving to Southern Isle of Mideel.
With Meteor coming, I guess it won't make any difference...
Seeing that train got Grandpa more excited than I've seen him for some time.
The next train's coming in soon.
What the? Don't get hit by the train!
Everyone knows that accident couldn't have been avoided. But no one will be satisfied until someone takes the blame.
You saved my life. Not that I have much longer to live anyway...
There was something glowing in that well over there. If I can get my hands on it, I'm gonna sell it and go to the Gold Saucer!"
675,"NPC, On-screen",8,"action, system, narration","I got it out of the well. It must be a special rock!!
Received ""Ultima"" Materia!
Hey? You can't hold anymore. I'll keep it in my pocket for you. You can come by and pick it up later!
When I grow up, I'm gonna travel the world collecting glowing stones!
How am I supposed to continue living in a town that's lost everything...? To hell with the Mako reactor!
The town is in shambles...... and Meteor is falling our way... All we have left is our love for each other.
I don't want to die, but who can stop Meteor?
Because of them......ugh my husband got into that accident... He used to be such a strong man..."
676,"NPC, On-screen, NPC 1",8,"action, narration, system, dialogue","Is Meteor really going to crash down on us......? I'm still young...... I'll never marry again.
This memento is all I have left of my husband... I'll give it to you if you'll please stop Meteor...
Received ""Catastrophe""!
Yaaay!! What do you wanna play?
Hey, what's a Meteor?
The Gold Saucer is currently closed. The Ropeway's up and runnin', but there's no point in goin' there.
The Gold Saucer reopened. Why don't you go play hard and clear your heads as well as your pockets?
I'm gonna use all my life savings before Meteor hits!"
677,"NPC 2, NPC, On-screen,  NPC",8,"action, system, narration","I know how you feel, but what if Meteor doesn't hit us? What are you gonna do then?
I got a glowing rock from the well. I'll sell it to you for 50000 gil!
Received ""Ultima"" Materia!
You don't have enough money! Don't try to take advantage of me just because I'm a kid!!
Huh? You have lots of 'em! You can't carry all of 'em. So I'm gonna keep it in my pocket...
I wish someone would buy this rock off of me...
Yay! My house is finished!!
My store was all right!"
678,"NPC, On-screen",8,"narration, action, system","Um... where was the next train station?
We've lost everything... Now we have to start again from ' 1' ...no, from ' 0'.
Hey, what's this world coming to ...? Even the Gold Saucer is closing. So does that mean there's no time to be playing around?
Hey, the Golden Saucer reopened! I guess that means we should play hard to forget about Meteor.
Welcome to the Gold Saucer.
Access the Menu and select  to save your game......but, each transaction will cost 5 GP here.
Not enough GP...
Welcome to Gold Saucer!"
679,On-screen,8,system,"""Wonder Square"" A number of Games await you here. Collect GP at Wonder Square and play some more!
""Speed Square"" A Shooting Roller Coaster is waiting to take you into the world of excitement.
""Round Square"" Take a tour of the Park and see the beautiful night scenery of Gold Saucer...
""Battle Square"" Go to the limits in heated battles! Try your hand at the special Gold Attack!!
""Ghost Square"" Please come and stay at the hotel...... Ha ha ha...
""Chocobo Square"" Chocobo Racing takes you into the world of Virtual Reality! Wark! Wark!
""Event Square"" An entertaining show is awaiting you.
""Now in Gold Gate"" Let's access all of the Attractions!"
680,NPC,8,"narration, action","Would you like to see the Wall of Fame?
You'll receive a prize if you get more than 3000 Points. So good luck.
This way, Sir, to register.
Hear the rules for this attraction?
This attraction, Shooting Coaster is
While your ride's going ZOOM, you're going BANG BANG, and things are going PHEW PHEW and you destroy them with a big BOOM. Pretty simple, isn't it?
Oh, to shoot, hit the
Is this your first time? First, listen to the explanation of the game over there."
681,"NPC, On-screen, Cloud",8,"narration, system","This attraction costs 10 GP.
Thank you.
Your score is XXX points.
You had XXX points.
As a prize, Received ""XXXX""!!
Ugh...
......... You don't have enough GP
Are you here for the battle, too?"
682,"NPC, On-screen",8,"narration, system, action","I like fighters. But hate those who're all talk.
Is that so.
I watched you win eight battles. I want you to have this!
Received ""Sprint Shoes""!
Good luck in the future too!
Register for battle? The registration fee is 10 GP.
This is a one-on-one battle. Which one of you will participate?
You can engage in up to eight battles. Be aware the more battles you engage in, the greater the handicap, and stronger the Monsters will become."
683,"CloudbeforeMeteor, CloudafterMeteor, Barret, Tifa, Aeris, RedXIII, Yuffie, CaitSith",8,"narration, action","Well, I guess I'll enjoy a few battles.
All right, I'll show 'em.
I'm gonna bust the place up!
I'll show 'em with a BANG!
Let's make this quick.
I guess it'll be fun to show off what I've got.
I'll show you my moves!
Then, I'm off!"
684,"Vincent, Cid, NPC, On-screen",8,"dialogue, narration, system","Hmph...I'll show them what real fighting is.
Let ol' Cid show ya how it's done!
Seems like you do not have enough GP.
For winning the Special Battle, Received ""XXXX""!
Consolation Prize Received ""Tissue""!
Welcome. You currently have XXX battle points. Would you like to exchange them?
Received ""XXXX""!
You do not have enough battle points."
685,"On-screen,  NPC, NPC",8,"system, narration, action","You cannot take on any more Materia.
We are currently out of this prize.
Thank you very much. Please remember, your battle points become invalid once you leave the Battle Arena.
Crap! I still don't have enough points.
Mmm? You're new here, aren't you? Then, you want an explanation of the Battle Arena?
You fight here and collect battle points. You can then exchange those points for prizes. The Battle Game...even though it's a game you still use all your physical abilities. To participate, go to the front and pay yer GP's. You can fight in up to eight battles. The more you win, the more battle points you get. But, if you lose, you lose all your points So it's up to you whether or not to fight after each win. They also make it harder by givin' out handicaps. They decide what handicaps there'll be, and you won't know what you're up against until the battle.
Oh yeah, once you leave the Battle area, all your battle points will become useless. So watch it.
Oh, and one more thing. The maximum points you could get is 65000, no more. So if you get that many you should exchange them for something."
686,NPC,8,narration,"Welcome to Chocobo Racing.
I'm sorry, but this is for authorized personnel only.
Welcome. Would you like to buy some Chocobo tickets?
Registration fees are 200 gil. Is that all right?
Which rank would you like to select?
You're a Chocobo jockey, right? Which rank would you like to participate in?
You're a Chocobo jockey, right? Which rank would you like to participate in?
Thank you! 1 BET is XXX gil. This is the next race."
687,"NPC, Cloud, On-screen",8,"narration, system","You do not have enough gil...
You are allowed a maximum of 3 bets on your Chocobo ticket. Use the Directional keys to move the cursor on the panel and select with the
This Chocobo Race has Virtual devices on the course. They show natural scenery during the race that really doesn't exist. You pick which Chocobo will finish first and second here, And then buy the appropriate tickets. And if the ticket you purchased is a winner, you'll receive a ticket for an item that will be listed on the panel. You can exchange your tickets for items or GP at the Exchange counter to the right of the entrance.
I won!
You may exchange your ticket for an item or GP.
Received ""XXXX""!
Received XXX GP!!
Your item ticket will be XXX GP. Is that all right?"
688,"On-screen, Cloud, NPC, Mr. Hangman",8,"system, narration","Received XXX GP!!
Received ""XXXX""!
I lost...
Welcome!
For reservations, please step up to the counter.
Uuuuuuuuuugh......
Sir...Please register at the counter!!
It's our most popular employee, Mr. Hangman."
689,"Mr. Hangman, On-screen, NPC",8,"narration, system, action","Welcome! It's 5 GP a night. Would you like to stay?
Ugh, ugh, ugh, ugh! Enjoy, ugh, your stay.
Ugh, ugh, ugh You don't have enough GP.
No. 3
Welcome.
Welcome. This attraction is 3 GP. Shall you be riding this evening?
Would this be your first time riding with us?
You will be able to see all the different areas of Gold Saucer on this ride. So please just sit back and enjoy a lovely view you won't see anywhere else."
690,"NPC, Cloud, Tifa, Aeris",8,"action, narration","This attraction can only accommodate 2 passengers, so one of you please wait over there.
Who should I ride with...
Enjoy the sights of Gold Saucer.
Um, I'm very sorry, but you do not have enough GP.
Oh, how pretty.
Look, Cloud.
Oh, Cloud.
Wow, how nice."
691,"Aeris, Yuffie, NPC, On-screen",8,"narration, system","Oh! Look, Cloud.
It's so pretty.
Wow!
Geez!!
Cloud!
You have XXX GP. Exchange your GP for prizes here. Want to exchange?
Received ""Potion""!!
Received ""Ether""!!"
692,"On-screen, NPC",8,"system, action","Received ""X-Potion""!!
Received ""Turbo Ether""!!
You already have a 'Gold Ticket'...
Received ""Gold Ticket""!!
Received ""Carob Nut""!!
Received ""Gil Plus"" Materia!!
I'm gonna let you in on something... Y'see this is materia. But, you can't seem to carry anymore of it.
Received ""EXP Plus"" Materia!!"
693,"NPC, Cloud, On-screen",8,"action, narration, system","I'm gonna let you in on something... Y'see this is materia. But, you can't seem to carry anymore of it.
Not enough GP
Not enough gil...
""Arm Wrestling Mega Sumo"" 1 game 100 gil
Please select opponent.
Please push the
READY...... GO!!
YOU WIN!!"
694,On-screen,8,system,"Received 1 GP!!
YOU LOSE
""Basketball Game"" 1 game 200 gil
DOUBLE CHANCE!
Double your current GP for the game, but if you lose, your GP will be 1. You may continue after you successfully double your GP. Want to try 'DOUBLE CHANCE'?
NOW PLAYING DOUBLE CHANCE
Double Up!!
Give Up!"
695,"On-screen, Onscreen",8,"system, narration","Miss!!
Received XXX GP!!
""Wonder Catcher"" 1 game 100 gil
Didn't get a thing...
Received ""Potion""!!
Received 1 GP!!
Received 3 GP!!
Received ""Ether""!!"
696,"Onscreen, Cloud, On-screen",8,"narration, system","Received ""Megalixir""!!
Received 80 GP!!
Received ""Phoenix Down""!!
Received ""Elixir""!!
Received 100 GP!!
Don't have enough gil...
G Bike 1 game 200 gil
Received 10 GP!!"
697,"On-screen, NPC",8,"system, narration, action","Received ""Speed Source""!
Received 2 GP!!
Hyuuuuu, BAM, BAM, BAM...
Oh man, I just gotta shout.
""Fortune Telling"" 1 fortune 50 gil
Use caution in relationships
Your lucky color is red.
You may meet someone new."
698,"On-screen, NPC",8,"system, action","You have ties with those that fly.
What you are looking for is near.
Use caution in relationships.
What you search for is in the Southeast
Beware of the North
A great turning point is near.
Never give up.
...... Don't worry 'bout me. Go ahead and play."
699,"On-screen, Onscreen",8,"system, narration","""Mog House"" 1 game 100 gil
This is Mog's house. It's in Mog Forest on Mt. Mog. The beginning of another day in the life of a Mog. This year, Mog is pipapopupo years old. ...that's 28 in human years. He's at that age when he should be looking for a mate.
But before Mog can become an adult, he first needs to learn how to fly. Even though Mog trains hard everyday... He still can't seem to get off the ground...
Looks like he's still got a long way to go... Here's where you come in. Help Mog learn how to fly by pushing
Oh? It seems like Mog's decided to take another shot at it.
He did it! He's flying! Now, he's finally become a full-fledged Mog.
Tired but relaxed, our little Mog turns out the lights early and goes to bed. Good night, and sweet dreams......
Oh?... What's this? Here comes a female Mog!"
700,On-screen,8,system,"Seems like he likes her too...
Now, will Mog be able to fly gracefully in front of her? Help him out with a few Kupo nuts.
Oh? It seems like Mog's decided to take another shot at it.
He's flying!! Mog was able to do it!
She must have fallen for his graceful flying form.
Sometime later...
Looks like things are going good with his new Mog-friend. Time for a quiet date in the forest.
Her name is Mag. She is a good-natured Mog."
701,"On-screen,  with insufficient gil.)On-screen, NPC",8,"system, narration","Best of luck to the both of you, Mog and Mag. May you have lots and lots of healthy Mogs!
Uh...no worries there, I guess...
~FIN~
Unfortunately, he didn't make it. Poor Mog'll have to wait some time for a bride.
CONTINUE PUSH START
Oh-oh, seems like you don't have enough Gil. Poor Mog, looks like he'll continue be lonely for a while.
Poor Mog, seems like he'll be alone for a while.
Hmm...I'm impressed... Thanks for showing me it."
702,"NPC, On-screen",8,"narration, system, action","Here, take this.
Received 30 GP!!
""3D Battler"" 1 game 200 gil
Received 3 GP!!
Received 30 GP!!
Received 300 GP!!
Whew, I'm tired. Oh this? It seems to be out of order.
First, I gotta memorize the order it comes out, and then guess on the attacks...... mumble, mumble......"
703,NPC,8,"narration, dialogue, action","We have to be careful of these steps.
What...? A lot of things...
Come on now, no running.
Hey, I finally got 5000 points.
Hey, I got 5000 points again.
I'm sorry, we're currently renovating. Please come again.
I heard that this is the curator's favorite attraction. He likes it so much that he even has his collection displayed in the arena.
No running, you kids!"
704,"NPC, Barret",8,"narration, action","Hey, have you heard? Something awful happened! Two staff members and some Shinra soldiers were shot. The soldiers died instantly, but the staff survived.
Dyne......
Crap! I still don't have enough points.
Hmm... So,uh, how've things been since then?
Hmm, pretty good.
Ha ha ha! Well, good luck.
All right, it should be my turn comin' up here soon. I'm not going to lose this time!
Whenever you come to the Gold Saucer, I recommend you visit the owner's museum at least once."
705,NPC,8,narration,"Man, I knew I should've stopped. But it's so hard to stop... Maybe I could've made it a little further. It's so hard to know when to stop...
Sir, that entrance is for the challengers that have already registered. Please register here.
We usually buy tickets for the B rank and C rank races, right?
In other words, 'rank' means the Chocobo's 'strength'. A is highest and C's the lowest. When you become a Free Chocobo jockey, you'll be able to buy A rank tickets. Of course, the higher the rank, the better your item ticket. Hey, maybe I'll become a Chocobo jockey!?
You can become one if you own a Chocobo ...and have some connections. But Chocobo's are pretty hard to catch and I don't have any connections.
You can only buy up to 3 tickets Think before you buy. For example, you could select half of the Chocobos and buy 3 boxes.
A box is buying 3 combinations of 2 Chocobos. For example, if you select Chocobo 1, 3, and 5, you can purchase combinations, such as 1 - 3, 1 - 5, 3 - 5. You can also play the limited wheel by selecting a Chocobo.
Playing a 'Limited wheel' means you select a Chocobo and use it in all of your combinations. For example, if you have Chocobo 1, then you buy 1 - 2, 1 - 3, 1 - 4. No matter how you make your bet, you win some and you lose some. It all comes down to insight and luck."
706,"NPC 1, NPC 2, NPC",8,"dialogue, narration","Hey, what's that Chocobo on the odds sheet?
That's how you can find out a Chocobo's condition and strengths.
Hmm, If you can tell which ones are the strongest, then it's easy...
Well, not as easy as you think. It's not just a matter of the Chocobo's strength, but it also depends on the jockey and the Chocobo's personality. If these are bad, they may use too much stamina, and affect other things.
Welcome. Thank you for coming to the Ghost Hotel.
Uuuuuuuuuugh......
Sorry but there's no show now.
Geez, you're a real bummer. Why don't you just leave us alone?"
707,NPC,8,"narration, dialogue, action","We put on a really unusual show here. It's not on today, but come back again sometime and see it.
What's your problem? Can't you see we wanna be alone?
Come now, no running!
Let's get lotsa GP at Wonder Square and have some fun!
Let's get lotsa GP at Wonder Square and have a blast!
They probably told you at the entrance, but most of the attractions at Gold Saucer only take 'GP'. They don't sell GP. You can only get 'em from the Wonder Square games or at the Chocobo Races.
Please......don't...... talk to me......right now.
You sure do need a lot of money here."
708,"NPC, On-screen",8,"narration, system","Back there...
I get so caught up in these......
Hey, how 'bout it, change your gil into GP?
Hey, thanks 1 GP is 100 gil.
XXXX gil
XXX GP
No, no. It's suspicious if you have more than 10000 GP.
Is gil, okay?"
709,"NPC, Dio",8,"narration, action","Hey, you don't have enough.
If you want some more later, I'll be around now and then.
This way.
I'm sorry, I'm gonna close this for awhile. I'm just debating if I should be in business at a time like this.
I thought about it, but there was only one conclusion. I believed that because of the way things are, there's a need for a place like this. Enjoy yourselves... Ha ha ha ha...
Hey, since the prizes changed, I got 5000 points again.
Be careful of the Meteor.
Those two over there eloped, saying stuff like 'Our last moments together---' I can't bear it.v I don't have anyone like that in my life so, if something happens, it happens. ...that's why I'm working now. Oh, sorry for going off like that..."
710,"NPC, Ester",8,"action, narration","You know, I've been thinking about it for a while now, but you must be pretty strong? Probably strong enough to take on the top 1 or 2 fighters? Maybe you'll be good enough for the big match......
How 'bout it? There's a private battle only for the strongest. Wanna try?
Register for battle? The entrance fee is 10 GP.
Hmm... What, you too? With the way things are in the world, It makes you wonder what we're doin' here? Well, it's a little late for me to run around now, so I do what I love, it works best for me.
Oh, by the way, did you know? I heard that there's going to be a battle and only the strongest will be allowed to participate. But what do they mean by 'strongest'? If ya ask me I'll say it's 'weapons.' But, there's gotta be a way to measure this too. Mmm, we need another way to measure strength. After Meteor is summoned
I'll give that Meteor my ultra kick...... ...or......maybe not.
Um, I'm sorry, that's only for registered participants. You won't be able to go in through there until you come and register.
Hey, long time no see... How have you been? There's a lot going on in the world outside. It got a little lonely around here, but you can't keep a jockey from doing what he loves."
711,"Ester, Cloud, Tifa, Cid",8,"narration, action","How 'bout it, you want to ride again? You have your own Chocobo, right?
Do you want to ride?
Which one?
Then I'll register this X rank Chocobo.
Which do you want, the long course or the short one?
Hey, Cloud. Let me ride once in a while.
Hey, Cloud. Let me hop on sometime.
Good Luck! Take care!"
712,"Ester, Cloud, On-screen",8,"narration, action, system","Hmm, seems like there aren't any Chocobos that can be registered...
Oh, you forgot? It's all right. Ahem! First use the
I won!!
You may exchange your ticket for an item or GP.
Received ""XXXX""!
Received XXX GP!!
Your item ticket will be XXX GP. Is that all right?
Received XXX GP!!"
713,"On-screen, Ester",8,"system, narration, action","Received ""XXXX""!
Congratulations! You came in first!
And your Chocobo moved up a rank. From the next race on, that Chocobo will be in B rank.
And your Chocobo moved up a rank. From the next race on, that Chocobo will be in A rank.
Wow that's great. Looks like you don't have any rivals in the A rank anymore. But you know, there's a rank that's full of those Chocobos.
Ahem!! From the next race on, that Chocobo is... S rank! Joe's usually in that group, too. So good luck.
Wow From the next race on, that Chocobo will be in S rank.
Amazing... It's the first time since Joe that any jockey has won so much in the S rank. Good job. Here's a little something from me!"
714,"On-screen, Cloud, NPC",8,"system, narration, dialogue","Received ""Sprint Shoes""!
Received ""Precious Watch""!!
Received ""Cat's Bell""!!
Received ""Chocobracelet""!!
Received ""Counter Attack"" Materia!!
I lost...
Welcome. No matter what happens in this world, The Ghost Hotel will always be in business.
Uuuuuuuuuugh......"
715,"NPC, On-screen, Tifa, Cid",8,"narration, dialogue, action, system","Now, be careful of Meteor.
I'll hang in there, even if I'm alone!
I can't stop, no matter what's happening outside...
I'm just gonna spend all my money and play until I drop!!
We got new prizes. But what's in them is a secret.
Snow Game 1 Play 200 gil
Hey, Cloud. Let me ride once in a while.
Hey, Cloud. Let me hop on sometime."
716,On-screen,8,system,"Received 30 GP!!
Received ""Safety Bit""!
Received 100 GP!!
Received ""All"" Materia!
Received ""Crystal Bangle""!
Submarine Game 1 Play 200 gil
Please select your mission.
Received 20 GP!!"
717,On-screen,8,system,"Received ""Ink""!
Received 20 GP!!
Received ""T/S Bomb""!
Received 20 GP!!
Received ""Dragon Fang""!
Received 20 GP!!
Received ""Dragon Scales""!
Received 20 GP!!"
718,"On-screen, NPC, Party leader",8,"system, narration","Received ""Caldron""!
You sure are an unusual one. Staying here with all that's happening outside......guess that makes, uh, two of us...huh?
A ruined reactor.
Huh......did you want something?
We voted to outlaw the use of Mako energy and live with nature, ever since the explosion.
People can live without the Shinra's Mako Reactors.
They sell the weapons on the second floor. Climb up the pole to get there.
...You want something?"
719,NPC,8,narration,"Shinra built the reactor, without even thinking about the town's safety. And, this is the result.
One day, there was a huge explosion. Many townspeople died in it...
It's been a while since the explosion, but you can still find pieces of it left all over town.
Uh...need somethin'?
It's 80 Gil a night.
It's 300 Gil a night.
...You don't have enough money. Come back when you get some.
Shinra built the reactor, without even thinking about the town's safety. And, this is the result."
720,NPC,8,"narration, action, dialogue","One day, there was a huge explosion. Many townspeople died in it...
It's been a while since the explosion, but you can still find pieces of it left all over town.
This is Gongaga Village. Many people died here in a Mako reactor explosion.
The Shinra people told us that everyone would be happy once the Reactor was built. But, all it brought us was sadness......
Tell me, young man. Can't we be happy without having to sacrifice anything? Can't time pass without unhappiness...?
Oh...you here to shop?
Shinra built the reactor, without even thinking about the town's safety. And, this is the result.
One day, there was a huge explosion. Many townspeople died in it..."
721,"NPC, NPC'",8,"narration, action","It's been a while since the explosion, but you can still find pieces of it left all over town.
Three years ago when the reactor exploded, my husband...
Do people really need reactors to live? Aren't there more important things in life...?
............
No matter how much I pray, it won't bring our grandson back...
Life Stream? Never heard of it. The Planet's structure? ...Who cares about that? Why don't you go ask Bugenhagen of Cosmo Canyon hard questions like that?
Seems like the Shinra is planning something big to destroy Meteor... I heard they're going to do something with all that big materia they've been gathering... After what happened with the reactor you can't trust Shinra.
...Everyone's going to die. Everything's coming to an end."
722,"NPC, On-screen",8,"action, dialogue, narration, system","You lost? When that happens the only ones you can count on are your friends. The first thing you gotta do is find your best friend.
This reactor's useless, but I hear there's still big materia at the Corel, Fort Condor, and the Junon reactors. Shinra's working to get the materia from all those places...... But for what...?
Shinra's tried a lot of things, but it's only HUMAN. It's fate that Meteor will kill the people.
Tasty Cocktails! Pub ""Starlet""
No. 5
Were you able to hear the stars whispers? Well then, please come again.
I'm sorry, but you don't seem to have enough for a room...
Well then, please come again."
723,"On-screen, Bugenhagen, NPC",8,"system, narration, dialogue","Number 4
Ho Ho Hoooo. That's a machine only I can use.
Welcome to Cosmo Canyon. Make yourselves at home.
Since you're here, why don't you listen to Bugenhagen's story?
Did you get to see Bugenhagen's contraption? If you haven't yet, you must!
Leaving already? But it appears your friends still want to learn more about the planet...
Hm? If you're looking for Bugenhagen, he went to the Sealed Door. Remember, there's a steel door on the way to Bugenhagen's room. What's that door there for anyhow? It's been closed forever...
Oh, Nanaki's with you. Make yourselves at home."
724,NPC,8,"action, narration, dialogue","Yaaay! Nanaki! Nanaki's back! It's all thanks to this flame! This fire is called 'Cosmo Candle'. It has burned for generations. It is a holy flame that protects this canyon. I heard once, it only went out once, long ago. The elders said something horrifying occurred, but I really don't know much about it.
Nanaki, are you leaving again? We want you to stay here forever...
So this is Cosmo Canyon... Quite a mysterious place. Have you come to seek the 'Study of Planet Life'?
Yeah? I heard there's an awesome observatory here. I'd like to see it if I have a chance.
Oh yeah? What? The car broka down!? Why don't you look around Cosmo Canyon, while I fix the car?
Oh, really? There really isn't much else to see here.
Why don't you look around Cosmo Canyon, while I fix the car?
The repair on your car is completed. Now you should be able to go where ever you want."
725,"NPC, Elder Bugah",8,"narration, action, dialogue","No charge! You'd do the same for me, right?
Are you sure...? Well, all right. Thank you.
Oh yeah. Did you stay at the inn already? There was a bottle on the sofa there a couple of days ago...was it yours?
...You don't even have that much. Don't tease me, okay?
Mmm...... I think the teachings of the 'Study of Planet Life' are true. But can people used to Mako energy ever go back...?
Welcome. How 'bout our original cocktail, 'Cosmo Candle?' A drink now and then is good for you. It'll relax you a bit. ...If you know when to stop.
Is that so? You brought Nanaki back here? Yeah, thanks.
Mmm... What is it?"
726,"Elder Bugah, NPC",8,"action, narration, dialogue","You can't talk of the Ancients, without mentioning Professor Gast. He used to come here sometimes. He was a Shinra scholar who spent his life studying the Ancients. He was a serious person, never would have figured he'd be with the Shinra. Must've been about 30 years ago, when he found the corpse of an Ancient. He was elated! If I recall...he named it 'Jenova' and was doing a lot of research...
One day, he showed up here, looking real distressed. He was mumbling something about Jenova not being an Ancient and that he'd done a terrible thing... He's been missing since then. I heard that he never went back to Shinra
So, if you ever see Professor Gast, I want you to tell him... That the old man that likes to drink in Cosmo Canyon, wanted to hear about the Ancients. Well, there's lots to talk about, but most things about the Ancients are all legend and folk tales, and no one knows the truth.
...hmm. That's no fun... I wanna tell a story.
By the way, your friends are all in front of the 'Cosmo Candle' Are you all leaving now?
Mmm. I'm starting to feel good now. That bartender's cocktails always hit the spot.
Welcome to 'Shildra Inn'. It'll be 100 gil a night. Would you like to stay?
Hello. Looking for anything in particular?"
727,"Bugenhagen, NPC",8,"narration, dialogue, action","Ho Ho Hoooo. I'm glad you're back, Nanaki.
I hate to ask you but, please look after Nanaki from now on.
Ho Ho Hoooo. You people.
Where is Nanaki? I hope he's not bothering you.
Oh, it's you. This is terrible. The color of that unlucky star... The children are all so scared that they won't even go outside. I'd rather not see it either...
Bugenhagen is what keeps our hearts strong...
Nanaki, it's really bad. Ever since Bugenhagen returned from that last trip, he doesn't seem well. Why don't you hurry and see Bugenhagen?
Bugenhagen seems rather down ever since he returned from that trip. I'm worried something might happen to Bugenhagen now of all times..."
728,"NPC, Elder Bugah",8,"narration, dialogue, action","Mmm...... I can't be standing here talking about the 'Study of Planet Life'. I think I'll be heading back to my homeland now...
How about our original cocktail, 'Lifestream'? You should forget your troubles with a drink. We humans sure are weak creatures...
That reminds me. I heard that someone here in Cosmo Canyon is selling some Healing Materia.
Live with the planet, die with the planet. Maybe this is the way it should be. Who knows? I'm full of booze... It's when I think about the children. I wonder if we could just save our own children.
Where is the Promised Land...? Maybe Bugenhagen knows. Isn't Nanaki starting to notice? The reason why Bugenhagen sent him away from the canyon...
Welcome to 'Shindra Inn'. It's times like this a nice, soft bed will do you good. It's 100 Gil a night. Would you like to stay?
Welcome to 'Shildra Inn' As long as there are guests, our lights will always be on. It will be 100 Gil a night, Like a room?
Welcome to 'Shildra Inn' At times like this, when a nice, soft bed will do you good. It will be 100 Gil a night. Would you like a room?"
729,"NPC, Red XIII",8,"dialogue, narration, action","It's not that I'm afraid of that big star. It's just that, uh, I have a stomach ache... That's why I'm not moving. That's the truth!
That Nanaki's slick! He said, 'I'll protect this canyon'! But he didn't. I don't care about Nanaki anymore...
Sorry...I'm really sorry. But now, I have......
Both Nanaki and Mr.Bugenhagen are gone... I feel so lonely...
He's finally come home, but Mr.Bugenhagen doesn't seem well... I want to hear Mr.Bugenhagen's talk with Nanaki like we used to do...
Nanaki, is it true that Mr.Bugenhagen left on a journey? Then that means he's better, right? He IS going to come back soon, right?
...... ...Don't worry. Grandpa will come back floating, saying 'Ho Ho Hoooo' again...
Yea, that's right! 'Ho Ho Hoooo'!"
730,"NPC, Bugenhagen, Tifa",8,"narration, action, dialogue","It's Ho Ho Hoooo! Ho Ho Hoooo!
Hi. Of course, our store's open. No need to fear. I have the 'Study of Planet Life' right here. No, maybe I AM a bit afraid. But, whenever I'm reading 'Study of Planet Life,' I can forget all my fears.
Ho Ho Hoooo.
...no time to be humming now. The planet is nearing imminent death. Where is Cloud? Wasn't he with you?
That's why we're here... Cloud... Cloud has...
I see... Cloud has......
It's true that there are several places on the planet where Lifestream is gathered. But most of those places are below the surface where humans cannot reach them. There's only one place An island floating in the Southern Sea...
What did you say? I haven't left here in years... No good. I can't remember."
731,"Bugenhagen, Cloud",8,"narration, dialogue","In the Southern Seas I think there was an island where Lifestream is. But even if you find Cloud there... Life's dream is a mass of spiritual energy, and one person alone probably couldn't stand against such an incredible spiritual current...
Ho Ho Hoooo.
...no time to be humming now. The planet is nearing imminent death. But is this perhaps, what the planet wanted? The planet actually wanted to end like this? I don't believe so. Were it not so, you people would still have much to do. And myself too. Come back whenever you are in need of my knowledge.
Listening to you and Nanaki speak has made me feel young again. Ho Ho Hoooo. Might sound a little sarcastic.
You are using Shinra materia, as a weapon? Materia is highly dense spiritual energy. A shred of the planet's life. It should not be used as a weapon. We must stop using it... or the planet will become weakened.
Ho Ho.......Hoooo. You......? It's been a while...since I've been out. I think I must have...tired myself out a bit.
Ahh......don't tell Nanaki. He'll only worry...
Huge Materia... It is glowing strangely..."
732,"On-screen, Cloud",8,"system, narration","The Huge Materia emitted a quiet glow.
This color...it's the same color as command Materia.
Command Materia Blend
Received ""Master Command"" Materia!
The Huge Materia emitted a gentle glow.
This color...it's the same color as magic Materia.
Magic Materia Blend
Received ""Master Magic"" Materia!"
733,"On-screen, Cloud, Elder Hargo",8,"system, narration","The Huge Materia emitted a fiery glow.
This color...it's the same color as summoned Materia.
Summoned Materia Blend
Received ""Master Summon"" Materia!
The Huge Materia emitted a cold glow.
Is that... Bahamut...?
""Bahamut"", ""Neo Bahamut"" Materia glows brightly.
I hope great Bugenhagen will take care and not overexert himself. 'Ho Ho Hoooo.' I may be light, But I'm not as young as Nanaki."
734,"Elder Hargo,  Red XIII, Bugenhagen, Red XIII",8,"narration, action","Oops. That will only get you angry. You're just like me. Ho ho ho.
Grandfather!!
...Nanaki...? ...you're still......here?
I can't leave you like this, grandfather...! It's the duty of my... Seto's son, to guard this canyon and her people...
...listen, Nanaki. I think you may already know. If you have any mission in life, it is not to defend this valley. Look at the withering mountain grass. Listen to the warble of the new born chocobo's. Look always to the eternal flow of time which is far greater than the span of a human life. It will teach you more, than staying here in the valley...
What you will see will eventually become a part of life's dream. For my children...... And for your children...... So please, Nanaki... Go with Cloud... And with your eyes...your ears...
.........
Ho Ho.......Hoooo. Now, now. Don't look like that. I'm all right. It's a wide world and you must go out and see it... You may even find your life's mate. You never know."
735,"Red XIII, Bugenhagen, Cloud, On-screen",8,"narration, action, system","Grandfather......
Oh yes...take this along. I think it will look good on you now. Ho Ho......
Red XIII... Is Bugenhagen...?
......
Grandpa told me that he's going away again!
Away...?
It seems like he really liked that Airship. He told me he couldn't stay still and just zipped out of here! He even gave me a gift, look!
Received ""Limited Moon""!"
