sample_id,plot_text,is_consistent
1150,"I want you to stop that talk about a Meteor falling on us!
Sephiroth put up a huge barrier around the North Crater. Rufus wants to use a mammoth cannon to smash the barrier. He plans to have Shinra troops rush in and attack Sephiroth after the barrier falls.
The North Crater barrier's been demolished? So now's the time to defeat Sephiroth.
Even if Meteor falls, If you're in Midgar, you ought to be safe. They say it's a ""Mako Metropolis"" so they should survive somehow......
My dad still just sits at the bar drinking, even though he knows that Meteor's coming! It's sad. Even though he's an adult, he just doesn't want to see the world as it really is. I dunno what to do.
One night, 300 gil. Wanna check in?
Seems like you're a little short. Why don't you drop by again... when you have money.
Can't reach it......
---
......Damn it!!
Oh! You!!
......don't mess with me!!
...... Dropped ""Megalixir""!
They say the meteor is going to fall, but it's okay! I'm sure Shinra will come through for us in the end and do something!
Dear, can you believe it!? They say that Shinra's gone under!! This world is coming to an end all because those terrorists called AVALANCHE stuck their noses in the wrong place!
I can't believe Meteor's really falling this way...... What's going to happen to us?
Everyone at Shinra's in an uproar because they heard Weapon's coming. I heard a big hydroplane carrying secret weapons, got attacked by Weapon and was sunk at sea......",0
1151,"......Damn it!!
Oh! You!!
......don't mess with me!!
...... Dropped ""Megalixir""!
They say the meteor is going to fall, but it's okay! I'm sure Shinra will come through for us in the end and do something!
Dear, can you believe it!? They say that Shinra's gone under!! This world is coming to an end all because those terrorists called AVALANCHE stuck their noses in the wrong place!
I can't believe Meteor's really falling this way...... What's going to happen to us?
Everyone at Shinra's in an uproar because they heard Weapon's coming. I heard a big hydroplane carrying secret weapons, got attacked by Weapon and was sunk at sea......",1
1152,"......Damn it!!
Oh! You!!
......don't mess with me!!
...... Dropped ""Megalixir""!
They say the meteor is going to fall, but it's okay! I'm sure Shinra will come through for us in the end and do something!
Dear, can you believe it!? They say that Shinra's gone under!! This world is coming to an end all because those terrorists called AVALANCHE stuck their noses in the wrong place!
I can't believe Meteor's really falling this way...... What's going to happen to us?
Everyone at Shinra's in an uproar because they heard Weapon's coming. I heard a big hydroplane carrying secret weapons, got attacked by Weapon and was sunk at sea......
---
If something ever happened to President Rufus, That'd be the end of Shinra, Inc...... and the rest of the world, too.
Oh man, oh man! A meteor's gonna fall on us, and now there's some big huge monster the likes of which I've never seen just wandering around out there!
What's going to happen to all of us!!?
I'm gonna hurry up and get strong so I can crush the meteor to bits! But I gotta train real hard to do it.
The world's changed a lot in the past few days...... That huge monster Meteor was covering up the sky and acting like he owned it or something... A lot of my friends have died...... I'm goin' on a journey to pray for their souls.
A map that was sunk along with the ship. .........""Guidebook""
A rose that blooms once every 1000 years in the desert. .........""Desert Rose""
A harp that soothes those who hear it. .........""Earth Harp""",0
1153,"If something ever happened to President Rufus, That'd be the end of Shinra, Inc...... and the rest of the world, too.
Oh man, oh man! A meteor's gonna fall on us, and now there's some big huge monster the likes of which I've never seen just wandering around out there!
What's going to happen to all of us!!?
I'm gonna hurry up and get strong so I can crush the meteor to bits! But I gotta train real hard to do it.
The world's changed a lot in the past few days...... That huge monster Meteor was covering up the sky and acting like he owned it or something... A lot of my friends have died...... I'm goin' on a journey to pray for their souls.
A map that was sunk along with the ship. .........""Guidebook""
A rose that blooms once every 1000 years in the desert. .........""Desert Rose""
A harp that soothes those who hear it. .........""Earth Harp""",1
1154,"If something ever happened to President Rufus, That'd be the end of Shinra, Inc...... and the rest of the world, too.
Oh man, oh man! A meteor's gonna fall on us, and now there's some big huge monster the likes of which I've never seen just wandering around out there!
What's going to happen to all of us!!?
I'm gonna hurry up and get strong so I can crush the meteor to bits! But I gotta train real hard to do it.
The world's changed a lot in the past few days...... That huge monster Meteor was covering up the sky and acting like he owned it or something... A lot of my friends have died...... I'm goin' on a journey to pray for their souls.
A map that was sunk along with the ship. .........""Guidebook""
A rose that blooms once every 1000 years in the desert. .........""Desert Rose""
A harp that soothes those who hear it. .........""Earth Harp""
---
I wonder if there's anyone who'll bring it to me?
""XXXX"" and ""XXXX""... Will you guys look for them for me?
Now if I can just get ""XXXX"", I can start my journey...
OH! It's ""Guidebook""! Wanna trade it for this Underwater Materia? How about it?
Ok then, it's a done deal!
It's Underwater Materia. Go on, it's yours!
I dunno......
OH! It's ""Desert Rose""! Wanna trade it for that Chocobo over there? How about it?",0
1155,"I wonder if there's anyone who'll bring it to me?
""XXXX"" and ""XXXX""... Will you guys look for them for me?
Now if I can just get ""XXXX"", I can start my journey...
OH! It's ""Guidebook""! Wanna trade it for this Underwater Materia? How about it?
Ok then, it's a done deal!
It's Underwater Materia. Go on, it's yours!
I dunno......
OH! It's ""Desert Rose""! Wanna trade it for that Chocobo over there? How about it?",1
1156,"I wonder if there's anyone who'll bring it to me?
""XXXX"" and ""XXXX""... Will you guys look for them for me?
Now if I can just get ""XXXX"", I can start my journey...
OH! It's ""Guidebook""! Wanna trade it for this Underwater Materia? How about it?
Ok then, it's a done deal!
It's Underwater Materia. Go on, it's yours!
I dunno......
OH! It's ""Desert Rose""! Wanna trade it for that Chocobo over there? How about it?
---
Ok then, it's a done deal!
It's a Chocobo. Take it, it's yours!
Looks like my Stable's full. I'll come back when I have room.
I dunno......
OH! It's the Earth Harp! Wanna trade it for some Master Materia? I'm not bein' stingy either! I'll give you all three of 'em! How about it?
Ok then, it's a done deal!
It's a 3-piece Master Materia set... and it's all yours!
I dunno......",0
1157,"Ok then, it's a done deal!
It's a Chocobo. Take it, it's yours!
Looks like my Stable's full. I'll come back when I have room.
I dunno......
OH! It's the Earth Harp! Wanna trade it for some Master Materia? I'm not bein' stingy either! I'll give you all three of 'em! How about it?
Ok then, it's a done deal!
It's a 3-piece Master Materia set... and it's all yours!
I dunno......",1
1158,"Ok then, it's a done deal!
It's a Chocobo. Take it, it's yours!
Looks like my Stable's full. I'll come back when I have room.
I dunno......
OH! It's the Earth Harp! Wanna trade it for some Master Materia? I'm not bein' stingy either! I'll give you all three of 'em! How about it?
Ok then, it's a done deal!
It's a 3-piece Master Materia set... and it's all yours!
I dunno......
---
I guess it's time to go on a journey for the souls of my departed friends......
I heard Shinra's taking all its biggest artillery from Junon and its various other facilities and gathering it in Midgar to fight the meteor and Weapon.
They say the remaining members of AVALANCHE broke Shinra's resistance and destroyed the Mako cannon at Midgar.
What's going to happen to the world...?
Listen, I've worked hard till now... and you say Meteor's gonna smash everything to bits? Well, I ain't standin' around listenin' to fool talk like this. Makes a person lose the will to work, that's what it does!
What're ya, dense? Something like that'll never happen! It's ridiculous!
And all of Midgar's gonna be destroyed by a falling meteor? Oh, don't make me laugh! Lately, there's been a number of scary incidents. I hate it. Just hate it!
I heard the remaining members of AVALANCHE smashed the Shinra troops at Midgar. Lately, there's been a number of scary incidents. I hate it. Just hate it!",0
1159,"I guess it's time to go on a journey for the souls of my departed friends......
I heard Shinra's taking all its biggest artillery from Junon and its various other facilities and gathering it in Midgar to fight the meteor and Weapon.
They say the remaining members of AVALANCHE broke Shinra's resistance and destroyed the Mako cannon at Midgar.
What's going to happen to the world...?
Listen, I've worked hard till now... and you say Meteor's gonna smash everything to bits? Well, I ain't standin' around listenin' to fool talk like this. Makes a person lose the will to work, that's what it does!
What're ya, dense? Something like that'll never happen! It's ridiculous!
And all of Midgar's gonna be destroyed by a falling meteor? Oh, don't make me laugh! Lately, there's been a number of scary incidents. I hate it. Just hate it!
I heard the remaining members of AVALANCHE smashed the Shinra troops at Midgar. Lately, there's been a number of scary incidents. I hate it. Just hate it!",1
1160,"I guess it's time to go on a journey for the souls of my departed friends......
I heard Shinra's taking all its biggest artillery from Junon and its various other facilities and gathering it in Midgar to fight the meteor and Weapon.
They say the remaining members of AVALANCHE broke Shinra's resistance and destroyed the Mako cannon at Midgar.
What's going to happen to the world...?
Listen, I've worked hard till now... and you say Meteor's gonna smash everything to bits? Well, I ain't standin' around listenin' to fool talk like this. Makes a person lose the will to work, that's what it does!
What're ya, dense? Something like that'll never happen! It's ridiculous!
And all of Midgar's gonna be destroyed by a falling meteor? Oh, don't make me laugh! Lately, there's been a number of scary incidents. I hate it. Just hate it!
I heard the remaining members of AVALANCHE smashed the Shinra troops at Midgar. Lately, there's been a number of scary incidents. I hate it. Just hate it!
---
Looking for an Inn?
Looking for a place to stay?
How about 100 gil a night...?
Thank you for your patronage.
....... Ummm, you don't have enough...
Hmm, then, I guess that's that.
Hmm, then, I guess that's that.
Wark! Wark? Warkwark wark?",0
1161,"Looking for an Inn?
Looking for a place to stay?
How about 100 gil a night...?
Thank you for your patronage.
....... Ummm, you don't have enough...
Hmm, then, I guess that's that.
Hmm, then, I guess that's that.
Wark! Wark? Warkwark wark?",1
1162,"Looking for an Inn?
Looking for a place to stay?
How about 100 gil a night...?
Thank you for your patronage.
....... Ummm, you don't have enough...
Hmm, then, I guess that's that.
Hmm, then, I guess that's that.
Wark! Wark? Warkwark wark?
---
Wark-----
Received ""Choco/Mog"" Materia!
Wark!! Wark!!
They tried to give you something but you couldn't get it.
Wark!! Wark!!
Welcome.
How 'bout a Chocobo Lure materia? Each level it increases, makes it easier for you to find a Chocobo.
Oh, what is that? What has this world come to? Stars falling and everything.",0
1163,"Wark-----
Received ""Choco/Mog"" Materia!
Wark!! Wark!!
They tried to give you something but you couldn't get it.
Wark!! Wark!!
Welcome.
How 'bout a Chocobo Lure materia? Each level it increases, makes it easier for you to find a Chocobo.
Oh, what is that? What has this world come to? Stars falling and everything.",1
1164,"Wark-----
Received ""Choco/Mog"" Materia!
Wark!! Wark!!
They tried to give you something but you couldn't get it.
Wark!! Wark!!
Welcome.
How 'bout a Chocobo Lure materia? Each level it increases, makes it easier for you to find a Chocobo.
Oh, what is that? What has this world come to? Stars falling and everything.
---
With things the way they are now, how 'bout raising a Chocobo? No, I'm not trying to persuade you for money. It's just because of the state of things in the world. I thought that it would be a good and healthy thing for you to raise some Chocobos...
Hmm...You just happen to be in luck! It just so happens that we aren't taking care of any Chocobos for anyone else, so... I could take care of 6 Chocobos right now, for 10000 gil per Chocobo. How 'bout it?
To raise a Chocobo, you'll need a 'Chocobo Stable'. And they rent for 10000 gil. Currently, I can rent out up to 6 'Chocobo Stables'. If you rent a 'Chocobo Stable', we will keep up to 4 of the Chocobos you catch in the fenced area outside. At a later date, you can select the Chocobo that you would like to put in your 'Chocobo Stable'.
Chocobo Stables' cost 10000 gil...
Thank you. My grandson takes care of the Chocobos. He's in the Chocobo Stable at the far right of the farm. Please tell him what you want.
....... Ummm, you don't have enough...
We don't have enough room to rent out more than 6 here...
Someone once told me there is a 'Chocobo Sage'...somewhere. He seems to know how to raise some great Chocobos. If he really does exist, I'd like to meet him someday.",0
1165,"With things the way they are now, how 'bout raising a Chocobo? No, I'm not trying to persuade you for money. It's just because of the state of things in the world. I thought that it would be a good and healthy thing for you to raise some Chocobos...
Hmm...You just happen to be in luck! It just so happens that we aren't taking care of any Chocobos for anyone else, so... I could take care of 6 Chocobos right now, for 10000 gil per Chocobo. How 'bout it?
To raise a Chocobo, you'll need a 'Chocobo Stable'. And they rent for 10000 gil. Currently, I can rent out up to 6 'Chocobo Stables'. If you rent a 'Chocobo Stable', we will keep up to 4 of the Chocobos you catch in the fenced area outside. At a later date, you can select the Chocobo that you would like to put in your 'Chocobo Stable'.
Chocobo Stables' cost 10000 gil...
Thank you. My grandson takes care of the Chocobos. He's in the Chocobo Stable at the far right of the farm. Please tell him what you want.
....... Ummm, you don't have enough...
We don't have enough room to rent out more than 6 here...
Someone once told me there is a 'Chocobo Sage'...somewhere. He seems to know how to raise some great Chocobos. If he really does exist, I'd like to meet him someday.",1
1166,"With things the way they are now, how 'bout raising a Chocobo? No, I'm not trying to persuade you for money. It's just because of the state of things in the world. I thought that it would be a good and healthy thing for you to raise some Chocobos...
Hmm...You just happen to be in luck! It just so happens that we aren't taking care of any Chocobos for anyone else, so... I could take care of 6 Chocobos right now, for 10000 gil per Chocobo. How 'bout it?
To raise a Chocobo, you'll need a 'Chocobo Stable'. And they rent for 10000 gil. Currently, I can rent out up to 6 'Chocobo Stables'. If you rent a 'Chocobo Stable', we will keep up to 4 of the Chocobos you catch in the fenced area outside. At a later date, you can select the Chocobo that you would like to put in your 'Chocobo Stable'.
Chocobo Stables' cost 10000 gil...
Thank you. My grandson takes care of the Chocobos. He's in the Chocobo Stable at the far right of the farm. Please tell him what you want.
....... Ummm, you don't have enough...
We don't have enough room to rent out more than 6 here...
Someone once told me there is a 'Chocobo Sage'...somewhere. He seems to know how to raise some great Chocobos. If he really does exist, I'd like to meet him someday.
---
Chocobos aren't hard to take care of. The day to day care will all be done here. But, please buy the food for the Chocobo, and feed them yourselves. Chocobo's abilities will differ with what you feed it, so feel free to choose your own food. Also, if you're able to find a male and a female Chocobo that like each other, they'll produce an egg. But only if you feed them a 'Nut'. New Chocobos inherit the abilities of their parents. I've heard that sometimes new breeds of Chocobo are born with special abilities. I've never actually seen it before, though.
Welcome! Hey, I've got something good to tell you. The white Chocobo likes it when you scratch behind its ears. But if you scratch it someplace that it doesn't like, it'll get mad, so be careful.
Hey, do you know what a Chocobo Sage is?
What!? You've actually met him!? Wow! What did he tell you?
Wow, that's amazing! ...let me take some notes.
Hey, did you ever see the Chocobo Sage again? What did he tell you?
Wow, that's amazing! ...let me take some notes.
What...?",0
1167,"Chocobos aren't hard to take care of. The day to day care will all be done here. But, please buy the food for the Chocobo, and feed them yourselves. Chocobo's abilities will differ with what you feed it, so feel free to choose your own food. Also, if you're able to find a male and a female Chocobo that like each other, they'll produce an egg. But only if you feed them a 'Nut'. New Chocobos inherit the abilities of their parents. I've heard that sometimes new breeds of Chocobo are born with special abilities. I've never actually seen it before, though.
Welcome! Hey, I've got something good to tell you. The white Chocobo likes it when you scratch behind its ears. But if you scratch it someplace that it doesn't like, it'll get mad, so be careful.
Hey, do you know what a Chocobo Sage is?
What!? You've actually met him!? Wow! What did he tell you?
Wow, that's amazing! ...let me take some notes.
Hey, did you ever see the Chocobo Sage again? What did he tell you?
Wow, that's amazing! ...let me take some notes.
What...?",1
1168,"Chocobos aren't hard to take care of. The day to day care will all be done here. But, please buy the food for the Chocobo, and feed them yourselves. Chocobo's abilities will differ with what you feed it, so feel free to choose your own food. Also, if you're able to find a male and a female Chocobo that like each other, they'll produce an egg. But only if you feed them a 'Nut'. New Chocobos inherit the abilities of their parents. I've heard that sometimes new breeds of Chocobo are born with special abilities. I've never actually seen it before, though.
Welcome! Hey, I've got something good to tell you. The white Chocobo likes it when you scratch behind its ears. But if you scratch it someplace that it doesn't like, it'll get mad, so be careful.
Hey, do you know what a Chocobo Sage is?
What!? You've actually met him!? Wow! What did he tell you?
Wow, that's amazing! ...let me take some notes.
Hey, did you ever see the Chocobo Sage again? What did he tell you?
Wow, that's amazing! ...let me take some notes.
What...?
---
Other than regular Chocobo, there are ""Mountain Chocobo"" and ""River-Chocobo"".
In order for the ""Mountain Chocobo"" and ""River Chocobo"" to be born, You feed the ""Carob Nut"" to a ""Great Chocobo"" or a ""Good Chocobo"" and have it produce an egg. But we don't sell any ""Carob Nuts"".
A ""Great Chocobo"" and a ""Good Chocobo"" are found... On an island Southeast of the Chocobo Sage's dwelling at Corel. And in the area west of Corel. The ""Carob Nut"" can be found south of the Chocobo Sage's dwelling. Monsters carry them. Let's see, is Bone Village just south of there?
One surprise If you get the ""Mountain Chocobo"" and the ""River Chocobo"" to produce an egg, You'll get a Chocobo that can cross mountains and rivers. I bet that the right nut for that is the ""Carob Nut.""
Bigger surprise There seems to be a Chocobo that can cross the ocean. If you could cross the ocean, mountains, and rivers, there'd be no place you couldn't go.
In order to get an Ocean Chocobo you need to get a Mountain-and-river Chocobo to mate with something else.
If you mate the Mountain-and-river Chocobo with a ""Wonderful Chocobo"", You'll get an Ocean Chocobo. But to do that you can't use an ordinary Nut.
The ""Nut"" that produces Ocean Chocobos is the ""Zeio Nut"". This is the first I've ever heard of it. I wonder where you get them?",0
1169,"Other than regular Chocobo, there are ""Mountain Chocobo"" and ""River-Chocobo"".
In order for the ""Mountain Chocobo"" and ""River Chocobo"" to be born, You feed the ""Carob Nut"" to a ""Great Chocobo"" or a ""Good Chocobo"" and have it produce an egg. But we don't sell any ""Carob Nuts"".
A ""Great Chocobo"" and a ""Good Chocobo"" are found... On an island Southeast of the Chocobo Sage's dwelling at Corel. And in the area west of Corel. The ""Carob Nut"" can be found south of the Chocobo Sage's dwelling. Monsters carry them. Let's see, is Bone Village just south of there?
One surprise If you get the ""Mountain Chocobo"" and the ""River Chocobo"" to produce an egg, You'll get a Chocobo that can cross mountains and rivers. I bet that the right nut for that is the ""Carob Nut.""
Bigger surprise There seems to be a Chocobo that can cross the ocean. If you could cross the ocean, mountains, and rivers, there'd be no place you couldn't go.
In order to get an Ocean Chocobo you need to get a Mountain-and-river Chocobo to mate with something else.
If you mate the Mountain-and-river Chocobo with a ""Wonderful Chocobo"", You'll get an Ocean Chocobo. But to do that you can't use an ordinary Nut.
The ""Nut"" that produces Ocean Chocobos is the ""Zeio Nut"". This is the first I've ever heard of it. I wonder where you get them?",1
1170,"Other than regular Chocobo, there are ""Mountain Chocobo"" and ""River-Chocobo"".
In order for the ""Mountain Chocobo"" and ""River Chocobo"" to be born, You feed the ""Carob Nut"" to a ""Great Chocobo"" or a ""Good Chocobo"" and have it produce an egg. But we don't sell any ""Carob Nuts"".
A ""Great Chocobo"" and a ""Good Chocobo"" are found... On an island Southeast of the Chocobo Sage's dwelling at Corel. And in the area west of Corel. The ""Carob Nut"" can be found south of the Chocobo Sage's dwelling. Monsters carry them. Let's see, is Bone Village just south of there?
One surprise If you get the ""Mountain Chocobo"" and the ""River Chocobo"" to produce an egg, You'll get a Chocobo that can cross mountains and rivers. I bet that the right nut for that is the ""Carob Nut.""
Bigger surprise There seems to be a Chocobo that can cross the ocean. If you could cross the ocean, mountains, and rivers, there'd be no place you couldn't go.
In order to get an Ocean Chocobo you need to get a Mountain-and-river Chocobo to mate with something else.
If you mate the Mountain-and-river Chocobo with a ""Wonderful Chocobo"", You'll get an Ocean Chocobo. But to do that you can't use an ordinary Nut.
The ""Nut"" that produces Ocean Chocobos is the ""Zeio Nut"". This is the first I've ever heard of it. I wonder where you get them?
---
Zeio Nuts are found on a little island east of the Chocobo Sage. ""Goblins"" have them. With this, you can produce an ""Ocean Chocobo"". According to my research, Mountain, river, and ocean Chocobos are hard to produce. But, if you take the right care of the Chocobo, and increase their Class ranking by winning at the races, it'll increase your chances of getting one.
There are no Chocobo.
For telling me that story, I'll tell you about each Chocobo's abilities.
From what I see, the fastest sprinter is... I think it's XXXX.
And, the fastest one is... That's XXXX
Also, from what I can tell, the one with the most stamina is... I think it's XXXX.
Finally, the most intelligent one is... That's XXXX
Welcome!",0
1171,"Zeio Nuts are found on a little island east of the Chocobo Sage. ""Goblins"" have them. With this, you can produce an ""Ocean Chocobo"". According to my research, Mountain, river, and ocean Chocobos are hard to produce. But, if you take the right care of the Chocobo, and increase their Class ranking by winning at the races, it'll increase your chances of getting one.
There are no Chocobo.
For telling me that story, I'll tell you about each Chocobo's abilities.
From what I see, the fastest sprinter is... I think it's XXXX.
And, the fastest one is... That's XXXX
Also, from what I can tell, the one with the most stamina is... I think it's XXXX.
Finally, the most intelligent one is... That's XXXX
Welcome!",1
1172,"Zeio Nuts are found on a little island east of the Chocobo Sage. ""Goblins"" have them. With this, you can produce an ""Ocean Chocobo"". According to my research, Mountain, river, and ocean Chocobos are hard to produce. But, if you take the right care of the Chocobo, and increase their Class ranking by winning at the races, it'll increase your chances of getting one.
There are no Chocobo.
For telling me that story, I'll tell you about each Chocobo's abilities.
From what I see, the fastest sprinter is... I think it's XXXX.
And, the fastest one is... That's XXXX
Also, from what I can tell, the one with the most stamina is... I think it's XXXX.
Finally, the most intelligent one is... That's XXXX
Welcome!
---
What the Chocobo eats are 'Greens' The most famous one is the 'Gizzard Greens.' Chocobos will mature differently depending on which 'Greens' they eat. Certain 'Greens' will boost their stamina. You'll have to figure out what kinds have what effects for yourselves. Oh, and Chocobos are born with certain natural abilities. So no matter how much they mature, they can't get more abilities than what they're born with. Remember that if a Chocobo's abilities don't increase even though you feed it, that means its limit is reached. It's best to let those kinds of Chocobo go or mate them to get a new Chocobo.
A male and a female Chocobo together can produce an egg.
The Chocobo out there is part of the stock that you caught. We can only keep 4 Chocobos here at once. If you get a fifth one, the first one will have to be let go. If you don't want that to happen, come back and put it in your own stable.
Yeah, you can ride this one. And even if you take it outside, this Chocobo won't run away when you get off of it. If you want to return it to your 'Chocobo Stable' just ride it onto the farm. Then, you'll be able to feed it again.
Chocobos 'strengths are divided by 'Class'.
You don't even have any 'Chocobo Stable' If you want to raise Chocobos, go talk to Grandpa.
You have all the 'Chocobo Stables' you can carry. If you want to put a Chocobo in it, first, you must let it go and open a 'Chocobo Stable.'
It looks like you haven't even caught one yet...",0
1173,"What the Chocobo eats are 'Greens' The most famous one is the 'Gizzard Greens.' Chocobos will mature differently depending on which 'Greens' they eat. Certain 'Greens' will boost their stamina. You'll have to figure out what kinds have what effects for yourselves. Oh, and Chocobos are born with certain natural abilities. So no matter how much they mature, they can't get more abilities than what they're born with. Remember that if a Chocobo's abilities don't increase even though you feed it, that means its limit is reached. It's best to let those kinds of Chocobo go or mate them to get a new Chocobo.
A male and a female Chocobo together can produce an egg.
The Chocobo out there is part of the stock that you caught. We can only keep 4 Chocobos here at once. If you get a fifth one, the first one will have to be let go. If you don't want that to happen, come back and put it in your own stable.
Yeah, you can ride this one. And even if you take it outside, this Chocobo won't run away when you get off of it. If you want to return it to your 'Chocobo Stable' just ride it onto the farm. Then, you'll be able to feed it again.
Chocobos 'strengths are divided by 'Class'.
You don't even have any 'Chocobo Stable' If you want to raise Chocobos, go talk to Grandpa.
You have all the 'Chocobo Stables' you can carry. If you want to put a Chocobo in it, first, you must let it go and open a 'Chocobo Stable.'
It looks like you haven't even caught one yet...",1
1174,"What the Chocobo eats are 'Greens' The most famous one is the 'Gizzard Greens.' Chocobos will mature differently depending on which 'Greens' they eat. Certain 'Greens' will boost their stamina. You'll have to figure out what kinds have what effects for yourselves. Oh, and Chocobos are born with certain natural abilities. So no matter how much they mature, they can't get more abilities than what they're born with. Remember that if a Chocobo's abilities don't increase even though you feed it, that means its limit is reached. It's best to let those kinds of Chocobo go or mate them to get a new Chocobo.
A male and a female Chocobo together can produce an egg.
The Chocobo out there is part of the stock that you caught. We can only keep 4 Chocobos here at once. If you get a fifth one, the first one will have to be let go. If you don't want that to happen, come back and put it in your own stable.
Yeah, you can ride this one. And even if you take it outside, this Chocobo won't run away when you get off of it. If you want to return it to your 'Chocobo Stable' just ride it onto the farm. Then, you'll be able to feed it again.
Chocobos 'strengths are divided by 'Class'.
You don't even have any 'Chocobo Stable' If you want to raise Chocobos, go talk to Grandpa.
You have all the 'Chocobo Stables' you can carry. If you want to put a Chocobo in it, first, you must let it go and open a 'Chocobo Stable.'
It looks like you haven't even caught one yet...
---
Which one are you going to put in the 'Chocobo Stable'?
Use the Directional button left or right and
This...is a wonderful Chocobo!
This is a great Chocobo.
Mmm, this seems like a good Chocobo.
This Chocobo's so-so.
This is a pretty average Chocobo.
Mmm, this one's not bad.",0
1175,"Which one are you going to put in the 'Chocobo Stable'?
Use the Directional button left or right and
This...is a wonderful Chocobo!
This is a great Chocobo.
Mmm, this seems like a good Chocobo.
This Chocobo's so-so.
This is a pretty average Chocobo.
Mmm, this one's not bad.",1
1176,"Which one are you going to put in the 'Chocobo Stable'?
Use the Directional button left or right and
This...is a wonderful Chocobo!
This is a great Chocobo.
Mmm, this seems like a good Chocobo.
This Chocobo's so-so.
This is a pretty average Chocobo.
Mmm, this one's not bad.
---
This one doesn't seem to be very good.
I really can't recommend this one.
Want to put this Chocobo in your stable?
Then, give Chocobo XXXX a name.
I'm really going to let him go.
You don't even have any 'Chocobo Stable' If you want to raise Chocobos, go talk to Grandpa.
Your 'Chocobo Stable' are empty.
You don't have any 'Greens'... It just so happens I can sell you one...",0
1177,"This one doesn't seem to be very good.
I really can't recommend this one.
Want to put this Chocobo in your stable?
Then, give Chocobo XXXX a name.
I'm really going to let him go.
You don't even have any 'Chocobo Stable' If you want to raise Chocobos, go talk to Grandpa.
Your 'Chocobo Stable' are empty.
You don't have any 'Greens'... It just so happens I can sell you one...",1
1178,"This one doesn't seem to be very good.
I really can't recommend this one.
Want to put this Chocobo in your stable?
Then, give Chocobo XXXX a name.
I'm really going to let him go.
You don't even have any 'Chocobo Stable' If you want to raise Chocobos, go talk to Grandpa.
Your 'Chocobo Stable' are empty.
You don't have any 'Greens'... It just so happens I can sell you one...
---
Which Chocobo are you going to feed it to?
How many?
Is this all right?
Speed Plus!
Stamina Plus!
Intelligence Plus!
They're getting along better!
Their personalities improved!",0
1179,"Which Chocobo are you going to feed it to?
How many?
Is this all right?
Speed Plus!
Stamina Plus!
Intelligence Plus!
They're getting along better!
Their personalities improved!",1
1180,"Which Chocobo are you going to feed it to?
How many?
Is this all right?
Speed Plus!
Stamina Plus!
Intelligence Plus!
They're getting along better!
Their personalities improved!
---
No improvement...
I can't give you anything that I don't have.
You don't even have any 'Chocobo Stable' If you want to raise Chocobos, go talk to Grandpa.
Your 'Chocobo Stable' are empty.
You better have a 'Chocobo Stable' prepared for the little ones too.
Looks like you don't have any 'Nuts'... To get them to produce an egg,you need a 'Nut' Do you want me to sell you one?
There's only one...
They gotta be male and female.",0
1181,"No improvement...
I can't give you anything that I don't have.
You don't even have any 'Chocobo Stable' If you want to raise Chocobos, go talk to Grandpa.
Your 'Chocobo Stable' are empty.
You better have a 'Chocobo Stable' prepared for the little ones too.
Looks like you don't have any 'Nuts'... To get them to produce an egg,you need a 'Nut' Do you want me to sell you one?
There's only one...
They gotta be male and female.",1
1182,"No improvement...
I can't give you anything that I don't have.
You don't even have any 'Chocobo Stable' If you want to raise Chocobos, go talk to Grandpa.
Your 'Chocobo Stable' are empty.
You better have a 'Chocobo Stable' prepared for the little ones too.
Looks like you don't have any 'Nuts'... To get them to produce an egg,you need a 'Nut' Do you want me to sell you one?
There's only one...
They gotta be male and female.
---
You shouldn't mate those that just mated or those that were just born. There doesn't seem to be any others you could mate it with.
Which two Chocobos are you going to mate? Talk to the two you like and make your decision.
You shouldn't mate those that just mated or those that were just born.
XXX XXXX Class X
They gotta be male and female.
So let's mate these two.
Which nut are you going to give 'em?
Is this one all right?",0
1183,"You shouldn't mate those that just mated or those that were just born. There doesn't seem to be any others you could mate it with.
Which two Chocobos are you going to mate? Talk to the two you like and make your decision.
You shouldn't mate those that just mated or those that were just born.
XXX XXXX Class X
They gotta be male and female.
So let's mate these two.
Which nut are you going to give 'em?
Is this one all right?",1
1184,"You shouldn't mate those that just mated or those that were just born. There doesn't seem to be any others you could mate it with.
Which two Chocobos are you going to mate? Talk to the two you like and make your decision.
You shouldn't mate those that just mated or those that were just born.
XXX XXXX Class X
They gotta be male and female.
So let's mate these two.
Which nut are you going to give 'em?
Is this one all right?
---
You got yourself a new Chocobo!
Then, give Chocobo XXXX a name.
I can't give you anything that I don't have.
You don't even have any 'Chocobo Stable' If you want to raise Chocobos, go talk to Grandpa.
Your 'Chocobo Stable' are empty.
Which Chocobo are you going to let go?
Is it all right to let this one go?
You don't even have any 'Chocobo Stable' If you want to raise Chocobos, go talk to Grandpa.",0
1185,"You got yourself a new Chocobo!
Then, give Chocobo XXXX a name.
I can't give you anything that I don't have.
You don't even have any 'Chocobo Stable' If you want to raise Chocobos, go talk to Grandpa.
Your 'Chocobo Stable' are empty.
Which Chocobo are you going to let go?
Is it all right to let this one go?
You don't even have any 'Chocobo Stable' If you want to raise Chocobos, go talk to Grandpa.",1
