Character,dialogue,narrative_type
NPC,"Attackers move extremely fast and are best for expanding the front line. They work good against enemy Beasts, but not enemy Barbarians.",action
NPC,"Defenders have high endurance, but move slowly. They're best suited for defense. Defenders work best against enemy Barbarians, but not enemy Wyverns.",narration
NPC,"Shooters attack indirectly, but has low endurance. Shooters work best against enemy Wyverns, but not enemy Beasts.",narration
NPC,"Repairers repair allied aircraft, but have little attacking power.",narration
NPC,"Workers set torpedoes. Torpedoes have strong attacking power, but Workers don't. Torpedoes explode when touched by the enemy. The explosions will damage everything in the immediate area.",narration
NPC,Which do you want to hear about?,narration
NPC,"Stoners can fire a single boulder, causing extensive damage to every enemy it hits.",narration
NPC,"Tristoners can fire three boulders simultaneously, causing extensive damage to every enemy it hits.",narration
NPC,"We can't use the Tristoner or Fire Catapult, because they are still being developed.",narration
NPC,"The Fire Catapult is ready now, so we can set it up. We can't use the Tristoner, because it is still being developed.",narration
NPC,Catapults shoot rocks a great distance. causing extensive damage to every enemy it hits.,narration
NPC,Fire Catapults fire bombs a great distance. causing extensive damage to every enemy it hits.,narration
NPC,"We can't use the Tristoner or Fire Catapult, because they are still being developed.",narration
NPC,"The Fire Catapult is ready now, so we can set it up. We can't use the Tristoner, because it is still being developed.",narration
NPC,We have XXXX gil right now.,narration
NPC,We need 3000 gil for each battle. How much can you help?,narration
NPC,Thanks. This makes XXXX gil.,narration
NPC,"We are very grateful, but you don't have enough money.",narration
NPC,"That's enough money for now. If we run out, we'll ask you for more.",action
NPC,"First off, we must prepare the troops. Move the cursor wherever the x mark does not appear, then press the O button to set-up. After all positions are in place, select by pressing the X button. This starts the battle.",narration
NPC,"Soldiers can only be arranged near the shed, in the beginning. That's because if the soldiers are too far away, they won't be able to follow instructions. You can only put soldiers on the horizontal line at the very bottom. Soldiers can be instructed by pushing the select button. So if any commands are unclear, push it. Soldiers can report by pushing the",action
NPC,The cursor will move to the soldier who made the report. Press the,narration
NPC,"It would be great if you could spare the time to help us... But if you really don't have time, would you contribute some financial assistance.",narration
NPC,"Hey, this one climbing up here looks like they'd be just right. Please, any help is appreciated...",narration
NPC,Preparations ready?,narration
NPC,Perfect timing! They're just around the corner. Get ready.,narration
NPC,"The situation has changed. Looks like the enemy is set to attack. If we lose here, it's over. Our lives are in your hands. We're counting on you. Ready?",narration
NPC,Ready?,narration
NPC,Hey we're a little short on money... So could you at least make it 4000 gil?,narration
NPC,"I see, very well then. Maybe, we'll fight together again sometime.",narration
NPC,Sorry. We only have XXXX gil. We have to beg for your help.,narration
NPC,"You have 10 enemies. There appear to be many Beasts, so you may want to deploy more Attackers.",narration
NPC,The Barbarians are mixed during this attack. There are more than 20. Set up for a balanced-attack or we'll be in trouble.,narration
NPC,A strong unit's on their way. Looks like around 30. They'll probably climb up here using various routes. Better be careful or we'll be in trouble. And make sure to deploy Fire Catapults.,narration
NPC,"You're probably used to it now, but don't let your guard down. Deploy Tristoners.",narration
NPC,Looks like the enemy numbers 40. Don't let your guard down.,narration
NPC,I think you don't need my advice. The rest is up to you.,narration
NPC,This is the deciding battle. The enemy numbers more than ever before.,narration
NPC,Let's give them all the gil we have.,narration
On-screen,"Received ""XXXX gil""!",system
NPC,"Whew, that was good. But Shinra's troops will be back. Be sure and scout the area well... we don't know when they'll attack again. We have XXX allies left, so here's XXXX gil.",action
NPC,"Oh, yeah. I found this just now on the battlefield. Maybe it'll come in handy for you guys.",narration
On-screen,"Received ""XXXXX""!",system
NPC,My God! They're attacking! We're counting on you.,action
NPC,We made it through that one somehow. But Shinra'll be back. Be sure and scout the area well... we don't know when they'll attack again.,narration
NPC,Are you all right? Looks like a few got through.,action
NPC,How goes it? The Shinra troops have attacked  times since you were here. So we're getting a little short on funds. We have XXXX gil right now.,action
NPC,How are things going? Seems like there's no activity at Shinra.,action
NPC,"If you want to get on the elevator that badly, give me 10 gil!",narration
NPC,Hurry up and get in!,narration
NPC,That's not enough! Can't let you get on...,narration
NPC,You're such a cheapskate.,narration
NPC,"If you see a weapon you want, you'd better buy it.",narration
NPC,You want me?,narration
NPC,"Wow, now this is rare. We almost never have anyone other than the Shinra people visit this town.",narration
NPC,"I know you guys want to go to the Western Continent, but the only way is on a Shinra ship.",action
NPC,"For the past few decades, the only thing I've been hearing about is the Shinra. I miss the times when we used to talk only about fish...",narration
NPC,"Ever since...Shinra built that city up above during the war, ... ugh,ugh. There's been no fish in the water! It got so polluted...phew...",action
NPC,I don't think I'll ever...cough... ...live to see things... ...beautiful again.,narration
NPC,There's nothing here now... But it used to be a busy port.,narration
Cloud,What kinda place is this?,dialogue
NPC,Who are you people? Where did you come from?,narration
Cloud,Did you see a man with a black cape?,narration
NPC,Hmm... I've never seen that feller before.,narration
NPC,"Sorry, Cloud. Priscilla needs to rest for a while.",narration
On-screen,Jump up to the cargo ship on the dolphin?,system
NPC,"I almost passed out when I saw Weapon. It seems Weapon was beaten, but a Shinra soldier told me there are 4 more.",narration
NPC,They say Shinra's gathering Huge Materia from around the world and bringing it to Junon. Bringing it to Junon must mean they want to use their airplanes.,dialogue
NPC,I've noticed there's been a lot of Shinra ships recently. I think they're going to the off-shore Underwater Reactor. Isn't Shinra trying to transport the Reactor's Huge Materia?,action
NPC,I heard a war's about to start! And that's why they're moving the big cannon!,dialogue
NPC,Could be the end of the world...,narration
NPC,"Once Meteor hits, not just the fish, but the whole ocean will be destroyed...",narration
NPC,It seems like there's something going on again up there. Is that huge plane going to take off again with that deafening roar?,action
NPC,What? Cloud is missing?,dialogue
Tifa,"Maybe...he dropped some from the North Caves into the Lifestream... Sir, do you know where the Lifestream runs through? Cloud might have drifted from there.",action
NPC,"What? The Northern...what? Sorry, but I don't think I follow. But...I think I remember hearing Priscilla saying 'Life...something' before.",action
NPC,I think I've heard Priscilla mentioning 'Life...something' before.,narration
NPC,"I remember years ago, seein' the Shinra build a long pipe underwater. The underwater reactor is connected to Junon by a pipe. You should be able to get to the reactor through it.",action
NPC,I just saw some Shinra soldiers all huddled together discussing something. They said a plane carrying Huge Materia would be taking off from the airport above.,narration
NPC,"Listen Cloud, I'm over the hill, but Priscilla is still a child. Isn't there a way to protect at least her from Meteor?",narration
Priscilla,Who are you---?,narration
Priscilla,Cloud!! Stupid jerk! Look how much you made me worry!! Were you at the Lifestream?,narration
Cloud,"Yeah, that's right.",narration
Priscilla,You've gotta be more careful! Because you're going to marry me one day.,action
Priscilla,At least knock when you enter a lady's room!,action
Priscilla,"Lifestream? Yeah, I know! It's Mr. Dolphin's playground. There's a Three-taloned island south of the continent. I heard the Lifestream runs below that island. But why are you asking about the Lifestream?",action
Tifa,"Cloud fell into the Lifestream at the North Cave, and has been missing ever since.",narration
Priscilla,"Huh, Cloud!? Hurry up and help him!! He's very important to me.",narration
Priscilla,There's a Three-taloned island south of the continent. I heard the Lifestream runs below that island.,action
Cid,We found Cloud!,narration
Priscilla,I'm so happy!! Someday I'm going to be Cloud's wife.,action
Priscilla,I've decided I'm gonna be Cloud's wife.,action
NPC,Someday I'll get to use my special pose in a real battle!,narration
NPC,Same here!! I'll keep practicing until then!,narration
NPC,Hey!! Civilian!! Stay out of our training!!,narration
NPC,Go around them! And stay out of their way!!,action
NPC,Grrrrgh--- ---Grrrgh,narration
NPC,ZZZZZ......,narration
NPC,This is a Respectable Inn... guests only!,narration
NPC,You should absorb all the wisdom until it is a part of you.,narration
NPC,"Ok wise-guy, I'll ask about Materia just so you can let off some stress.",dialogue
Cloud,You're right...,narration
Cloud,"First off, the main points. Some types of Materia, like Magic, grow as you use them. Some, like Summon Magic, grow from being used once a battle, to several times per battle. Their effectiveness changes too. ...There are all different kinds. Some types don't change, but they must grow in order to be divided. ...And that's it. Maybe that sounded too official.",narration
Cloud,Types of Materia... Here goes...!,action
Cloud,"There's no single way to combine Materia. So here goes the basics. Support Materia... The basic combination is Magic + All. The variety of magic you can cast will increase as your Magic Level increases. When your All level increases, so does the number of times you can use it in a battle. That about covers it.",action
NPC,Huh? Wait a sec...,action
Cloud,"You can change between Magic-All and Magic with the L1/R1 buttons. I'll bet you've probably already done this. One effective combination is Elemental + Summon Materia. If you equip this combination to your weapon, you can put Magic and Summon Elementals on your weapon. For example, if you equip Fire + Elemental to your sword, you will end up with Fire Elemental Sword. I'm getting off the subject,... If you equip Fire + Elemental to your armor, it will have twice the resistance to fire damage. Now this is important. When the Elemental levels in your armor increase, so will their effectiveness. From half damage - no damage - absorb. If you combined Elemental and Fire you could develop Fire absorbing armor.",narration
Cloud,"Wait, there's more. Next is the Added Effect for Support Materia. The Added Effect Materia grafts the effects of Compound Status Materia into your weapons and armor. For example, equip Added Effect + Poison to your weapon and select . Sometimes you'll give a Poison status. Of course, it doesn't always work. If you don't combine the Added Effect Materia with Status Change Materia, like Confusion or Time, you won't get any effect. To learn more about Added Effect, access the menu and check the Status. It's a little hard to get, but if you take your time, you'll be all right.",action
Cloud,"Division... I'm pretty good at this. People tell me that my personality is divided. But I don't think so, but maybe it is... Anyhow... Once your Materia reaches the maximum Level, it will divide. The original Materia will no longer grow. Once that happens, all you can do is use it as it is. New Materia always starts out with zero AP, so you need to raise its levels! Of course, once the new Materia reaches its max, it'll divide. That's how you increase your Materia collection. Ha, ha...... Right now I feel like I'm dividing myself.",action
Cloud,"Once Materia starts dividing, you must be careful. There's a limit to how much Materia you can have. Since we're fighting for the life of the Planet, it goes against my beliefs carrying too much Materia. Either way, I don't really care, but...I'll leave it up to you. That's why, the amount of Materia that we can have is limited to 200... only what we can equip. When you have too much Materia, you need to dispose of some. If you don't, you can't take on any more. So, ditch some Materia before that happens... Ahem...I mean, give them back to the Planet.",action
NPC,"Ok. Expert! Enlighten us on Limit Techniques, why doncha?",dialogue
Cloud,I don't have too much to say about that...,dialogue
Cloud,"There are 2 basic ways of building up your Limit techniques. First, just use them! And second is to finish off as many enemies as possible! It sounds easier than it is. Everyone knows that when you gain a new Limit technique, you need to select it in the menu. And you knew that you won't be able to use advanced techniques on each level if you haven't used the basic ones. Since the type and growth for each limit techniques is different, that's about all I will say.",dialogue
Cloud,"A long time ago I heard extreme techniques exist within the Limit techniques. But, if that's true you wouldn't be able to get it in any normal way. That's about all I know about it.",action
NPC,"Ok, Mr. Know-it-all, ex-SOLDIER! Let me revenge...I mean, review!",narration
Cloud,What do you want to review?,dialogue
Cloud,"ATB means Active Time Battle. It's a system in which time continuously runs during battle. If the ATB is changed to  in the Config Menu... Time stops during battle while you select magic or an item. That lets you select your commands carefully. It's geared especially for beginners like you. In config, if you change from ATB to ... Time will stop while magic or item effects are displayed. This lets you watch the effects carefully. Letting you fight at your own pace... this is the way to go. I always use ACTIVE mode, but choose what you want. That's all.",action
Cloud,"During a battle, white numbers that appear on the screen indicate damage, and green numbers indicate recovery points. Remember that, if you don't want to be wiped out.",narration
Cloud,"Change will change your fighting position to either the front or back row. If you select the back row, the amount of damage you receive is reduced, but so is your attacking power.  can be selected from the battle menu by pushing the . You can also select  from battle menu by pushing the Directional button to the right. Defend will reduce your damage by half until your next turn. It's better to use Defend for strong enemies. Of course, I don't need anything like that.",action
Cloud,"I don't know too much about Escape during battles since I never do it, but...someone like you might need it. You can escape by holding down the",narration
Cloud,"It might be hard to understand this next one since you can't check it right now, but just listen. I'm talking about the Gauges displayed during battle. Time Gauge shows the time remaining until your next turn during battle. You can enter a command once the Gauge is full, but if you don't want to enter a command, press the",action
Cloud,"Status simply means the status of the characters. I don't want to repeat myself too much, so I'll mention the main points.",narration
Cloud,"Phew...I'm tired. Changed Status can be changed with magic and items, so always double check it when you buy things.",narration
Cloud,"Elementals are special Elementals that come with magic and weapons. You have to use this to your advantage in battle. Only once you start thinking in terms of Elementals can you truly be called an intermediate player. Here are some examples. Remember, they're just examples. You don't have to memorize them.",narration
Cloud,"Using opposite Elementals often is effective in battle. Using the same Elementals usually increases Defense. But, the reverse is also true. Watch out for it. To find out what Elementals an enemy has, you need Sense Materia. Once you get it, try it out.",dialogue
Cloud,"If you don't understand what I just told you, I guess you just have a limited capacity for information. But, relax. Push the  Button during battle. A Help Message should explain the different commands to you. It'll tell you things like the monsters' names, even I look at it, sometimes... So don't be ashamed to use it.",action
NPC,"This is the Beginner's Hall ! Your explanations were so complicated I couldn't return to the Planet. So, I have a right to ask you again.",dialogue
Cloud,What do you want to know?,dialogue
Cloud,"For my explanation, I'll need a Potion.",narration
NPC,"Man, ex-SOLDIER's sure are cheap. OK, I'll GIVE you a Potion...",narration
NPC,I don't seem to have any on me. Why don't you go buy one?,action
Cloud,"I think you know the basics, but just in case... Do not open the PlayStation or change discs until instructed. If you open the Disc Cover, I can't guarantee anything. That is all.",action
NPC,How 'bout a ship taxi? Only in Junon! Free to Air Force personnel!,narration
NPC,Roger!! Hey! Taxi!!,narration
NPC,Where to?,narration
NPC,Right! The next town it is!!,narration
NPC,Thanks!!,narration
NPC,Then outside Junon it is! Take care!!,narration
NPC,"Just holler whenever you want a ride! If you get sick easily, maybe you'd better not go.",action
NPC,Hey!! Stay out of the way!,narration
NPC,Enjoy your stay.,narration
NPC,Good morning! You still seem a little sleepy. Looking forward to seeing you again.,action
NPC,"Aw, knock it off already! You don't have enough moolah! No, you 'forget it'!",narration
NPC,Come again.,narration
NPC,Please! Come in...,narration
NPC,Welcome!,narration
NPC,I won't charge you for a smile...,narration
NPC,"Buy a lot, cutie!",narration
NPC,Please go to the counter.,action
NPC,Thank you very much!,narration
NPC,...gulp... Going do---wn.,action
NPC,"This floor is the Submarine Dock... Those of you visiting the Underwater Reactor, please proceed through the connecting tunnel.",narration
NPC,...gulp... Going u---p.,action
NPC,Returning to Junon.,narration
NPC,...gulp... We're here...,narration
NPC,"A new version of submarine. I'll be sailing on it. Man, I can't wait!",action
NPC,Man...... It's so boring keeping watch at the Underwater Reactor.,narration
NPC,All I wanted was to become a pilot! It used to leave me speechless watching the Highwind in the sunset!,narration
NPC 1,"Ever since I was late to that parade, they've been on my back everyday with basic training. I can't handle it anymore!",narration
NPC 2,Hey! Stop yappin'!,narration
NPC,"Hmm? A know-it-all, huh? All right!! Come in!!",narration
NPC,"Ugh...My eyes are tired... No, this is the time for me to really buckle down! Until I become SOLDIER First Class.",narration
NPC,"Oh, welcome!",narration
NPC,I've got nothing to sell to you! Come back later!,action
NPC,Hey! Yo! You want weapons?,narration
NPC,Hey! Yo! Our weapons are the best!,narration
NPC,Hey! Yo! Would you like to buy the whole store?,narration
NPC,I'm sorry! It's all rented out today!,narration
NPC,"Looks like something's going on outside, but we're too smashed to do anything...",action
NPC,"Ooh, oohh... Oh man, my head's burning up...",narration
NPC,Seems like you're all a little too young to be in here.,narration
NPC,Seaweed... Seaweed...,narration
NPC,It just isn't a party without Rude!,narration
NPC,Welcome! I was just starting to get worried... You see our sales were pretty bad today.,narration
NPC,Only authorized personnel are allowed past this point!,narration
NPC,"You know too, right? About Junon Navy's important classified information. A new submarine has almost been completed using Shinra's top technology.",narration
NPC,Oh! Welcome! We don't have anything special now. I kind of messed up the last time I ordered but feel free to look around!,narration
NPC,"Welcome to 'Inn'd of the line' in Junon. Wait, I shouldn't be sayin' stuff like that. Wanna spend the night?",action
NPC,These barracks are for soldiers. This is no place for civilians.,narration
Shinra manager,It's so shameful! ...and they told me that I would be staying at five star hotels on these trips...,narration
Shinra manager,How can you guys sleep in a place like this?,narration
NPC,"There're lots of stores in Junon. If we don't do this...we can't compete. But, what bothers me is that the girls make more than me.",dialogue
NPC,"I used to be in SOLDIER... Once I left, I opened up this shop... But to tell you the truth, I'd rather be at the shop downstairs.",action
NPC,Mommy... My mommy...,narration
NPC,I'm a good lookin' man once I take my uniform off.,action
NPC,"Booze, booze! Ain't nothing like booze during working hours.",narration
NPC,I'm sorry. The bar is only for Shinra employees.,narration
NPC,"Lately it seems like the economy's been better. Must be the 'Rufus' effect. Cargo ships are always coming and going from Costa del Sol. Now I'll overlook the fact that you're a stowaway, but you better at least help with the cargo.",action
NPC,"It's kinda lonely at the airport without the Highwind, isn't it? I miss that bikini girl on the side of the plane.",narration
NPC,"Right now the Shinra's using it to gather the Huge Materia from the Corel Reactor and from the Fort Condor Reactor. The Gelnika's flying all over the place! The only one that's not busy, is probably me!",narration
NPC,"The Shinra's collecting Huge Materia at the Junon Undersea Reactor! When they're done, they'll bring it to this airport. Get out of here before you get in the way!",narration
NPC,"What...me? I'm gonna be watching from here, so that I don't get in their way either!",action
NPC,"Finished loading the Huge Materia! All we have to do now is to ready the cargo ship, 'Gelnika', for departure and we're done!",action
NPC,I'm glad we got Gelnika to the Rocket Town safely. But they sure think big. Looks like they're going to use the Huge Materia's to break up Meteor...,action
NPC,The Shinra Army's gathered at Midgar. Now it's just a matter of time Sephiroth's dead.,narration
NPC,What...me? I don't mind. I'll just wait here. My life is important to me.,action
NPC,I finally got orders to join the Great Sephiroth Plan. I even get to go on the Gelnika too...,action
NPC,"But, I'm just gonna ignore them. I wanna live to see the end of the world. If I'm lucky... There'll be a good place for me in the New World.",action
NPC,"Doesn't it bother you? Flying around knowing that you could die at any moment? If that's the case, might as well live on the edge, I say. But before I can do that, I gotta get a license first.",action
NPC 1,I sure was frightened when Weapon attacked. It gives me the chills knowing there's still two of them left.,narration
NPC 2,"Oh yeah? Well, I'm ready to fight the worst enemy mankind's ever had like a real warrior. It's not everyday you get to fight in an inter-planetary war.",narration
NPC 1,The President is gathering up all the Huge Materia on the planet. He wants to shoot it at Meteor in the rocket.,narration
NPC 2,President Rufus is different from the older generation. He'll protect the planet with all of the technology Shinra currently has.,narration
NPC 1,"Protect? No, I don't think so. The President isn't the type to do anything so heroic. It's all just a game--a question of winning or losing--to him...",narration
NPC 1,"After they get it, they'll take it to the airport and will transport it to Rocket Town by Gelnika. Don't let your guard down!",narration
NPC 2,They've finally started collecting the Huge Materia from the Junon Underwater Reactor.,narration
NPC 1,"Whew...I hope everything goes all right until we get to Rocket Town. Then, our mission is nearly complete.",action
NPC 2,Not so fast. We still have one major task... we still have to transport the stuff...,dialogue
NPC 1,The stuff...,narration
NPC,Come on in!,narration
NPC,"Our forces are in the process of gathering the Huge Materia from the Corel and the Fort Condor Reactors! Once these two missions are completed, the Underwater Reactor will be our next target! Till then, we do nothing but train, train, train!",narration
NPC 1,"I'm starting to feel like I can't stop anymore. I've been had!! I want to get in a real battle, too!",narration
NPC 2,Hey! Stop yappin'!,narration
NPC,Hmmm? You have no right to enter!,action
NPC,"Hmmm? Back again, Mr. Know-it-all!? All right! You can enter!!",action
NPC,"I lost most of my rivals in the attack on Weapon. Oh, of course, I was here, studying. And the coveted green officer's uniform is almost in my reach.",narration
NPC,"After that, I'll get on the newspapers as a plain clothed First Class officer in SOLDIER... A triumphant return to my homeland!! Tons of fan letters... My future's peachy!",narration
NPC,"Everyday there's no ship coming in, I always come here to watch the sun go down. The sun disappears almost like it's swallowed up in the big horizon. And somewhere out there is a big unknown continent with another port city. Twilight always gets me misty... I'm so glad I became a seaman.",action
NPC,Well...I wouldn't have time for one now anyway because of that Weapon thing...,narration
NPC,I haven't had a girl friend in 18 years. And I'm a romantic!......phew.,narration
NPC,"They're not going to get me down! Not me!! Weapon, Meteor, even bad customers, aren't going to get me!",action
NPC,This machine hasn't been working right ever since Weapon got to it!,action
NPC,"I'd like to close down this shop, but we got the regulars to think about... I don't know what to do......",action
NPC,"Weapon and Meteor scared everyone else off, but I'm sittin' here soused as usual.",narration
NPC,Welcome!! I just can't believe it. I never thought a monster like Weapon really existed.,narration
NPC,"Weapon was really something. Nothing can compare with his strength, but with a selection like this, our weapons'll win.",narration
NPC,Our rates are the same as the 1st class hotels. Would you like to stay?,narration
NPC,All the real soldiers were killed fighting Weapon. It may seem ironic that losers like me are still alive. But that's the reality of it.,narration
NPC,I'm learning to be a delinquent soldier!! I just can't seem to get the hang of it! It just isn't going right!!,action
Shinra manager,"I only came to help with the transporting of Junon's Huge Cannon, Sister Ray, but... Now the company tells me not to bother coming back... What's being a Shinra employee all about...?",dialogue
Shinra manager,Yeeeeee...... If Weapon killed all the upper management... then I'll be President...!!,narration
NPC,"Look, why not forget about Meteor and Weapon for now and do a little impulse shopping!?",dialogue
NPC,Why don't you surround yourself with young girls and have some fun...maybe for the last time.,dialogue
NPC,"I hired more girls after hearing that the world's coming to an end, but I wonder if I made a mistake. I keep getting more and more in debt. I've got to get out from under it somehow. Maybe I'll have Weapon help me.",action
NPC,"I used to be in SOLDIER. Recently, I've felt like dressing up like this... I don't know why, it's out of season, but...",dialogue
NPC,"I'm sorry. I've decided to close this place down. All my regular customers were killed by Weapon. Everyone was pretty weird, but I got a lot of memories of them.",action
NPC,Welcome to Bar del Sol! Here's to tropical nights!,narration
NPC,Hmm... Is this some kind of joke?,narration
NPC,"Praise the Lord,' it's a miracle!! Who'd ever think someone with some real money would ever come here......",narration
NPC,"I probably shouldn't even ask, but Are you really going to buy it?",action
On-screen,"Bought ""Villa Cloud""!",system
NPC,"Hmm, good-bye!! Good-bye fluffy bed!!",action
NPC,Oh well I'm kind of glad!,narration
Cloud,This is MY villa.,narration
On-screen,Rest up in your new villa?,system
NPC,...SNORE...SNORE...,narration
NPC,Geez my lower back's killing me!,narration
NPC,"Y, yes...sir!! How do you do! I'm the Manager. Nice to meet you. Well, if you'll pardon me, I'll be leaving. Good-night.",action
NPC,...SNORE...SNORE...,narration
 NPC,"Y, yes...sir!!",narration
NPC,"Oh, those items are free, so please help yourself.",narration
NPC,"You're stowaways, right? It's okay. I'm used to them. The truth is, before I worked here, I was one of the best.",narration
NPC,Costa del Sol...a harbor paradise where the sun always shines and it's summer all year round! Hmm......Things aren't going well...... You can go sightseeing in the city.,action
NPC,Damn. I'm soaking wet down to my underwear.,narration
NPC,Oops! You must be those AVALANCHE guys! Quick! Let's get outta here! Heidegger's in charge of the transport ship. That's tough for both of us.,narration
NPC,The transport ship won't be sailing for a quite a while. Heidegger's orders.,narration
NPC,"Thinking of being stowaways? It's 100 gil to Junon. Give it to me, and I'll put in a good word with the captain. What'll we do?",action
NPC,Okay. Come on. This way.,narration
NPC,It's not the most pleasant ride but make the best of it.,narration
NPC,Hey! No money? And you're trying to stowaway? Don't make me laugh!,narration
NPC,Thank you. Come back any time you want to stowaway on our ship.,narration
NPC,"Don't bug me. This is Rufus's first official visit since becoming President. It seems like he's here on business this time. I'm so jealous of him, I could spit. We're both about the same age, but, he's President.",narration
NPC,Rufus complimented me on my job! Wow!! I guess it pays to do good work.,action
NPC,"Oh crap... The manager of Shinra won't come down. Even though the President's here on business. All he does is play, forgetting everything to do with work.",narration
NPC,"But a bunch of hardworking deckhands like you wouldn't understand. On the marine blue sea, Gazing at the eternal skies that seem to go on forever... Gives you the feeling like you're taking a nap on the wing of a Cessna. It's the ultimate high!",action
NPC,"He's quite handsome, isn't he?...... Oh, don't worry, I'm not talking about you. I'm talking about President Rufus. Charming, rich, blond... He even looks good in a double-breasted suit.",action
NPC,Today's a great day for a nap in the sun. It always puts me in a good mood!,action
NPC,"Heh, heh... I hear the Shinra brass are arriving soon. Heh, heh...! Got nothing to do with us, does it?",action
NPC,"Hey! Spread out, all of you, out!! Put any fingerprints, scratches, or dents on that plane and I'll put one in your head!",narration
NPC,"Da plane, da plane!! This's something you'll never be able to do in your lifetime. So you just watch from a distance... and wish.",narration
NPC,"Hey, who're you?. You look like you've been around the world twice. I don't know what your story is, but hang in there.",dialogue
Shinra manager,"Oh, oh, oh!!! I'm gonna quit this company!! I mean it, I'm really gonna quit!!",action
Shinra manager,"Heidegger's such an idiot!! And Rufus, acting all big!!",narration
Shinra manager,"God, that sure felt good...",action
NPC,"Say, aren't you bored?",dialogue
NPC,"Oh, really? I'm a little bored. Come on, back to work now!",narration
NPC,Isn't that good? You're just expecting too much.,action
NPC,Here you are! The Costa del Sol tourist information guide. What do you want to know?,dialogue
NPC,Let's see. I recommend a resort located on the outskirts of the city.,narration
NPC,"If you're looking for souvenirs, we recommend Butch's.",narration
NPC,"Wait a minute. I'm going to look at my guidebook. It says, Costa del Sol is the gateway to the West. And has a prominent world renown resort, which has been around for ages.",action
NPC,"Come on! I don't care about that! If you want a good time, come to the beach! There are lots of beautiful women. You wouldn't happen to be...rich?",action
NPC,"You're kidding! You can't tell just by looking. But I'll tell you just in case. After relaxing at Costa del Sol, stop by the Gold Saucer. It's a rich and exciting place to play!",action
NPC,I thought so. Are you interested? This is the road to Gold Saucer.,action
NPC,"Head south to the Gold Saucer, and you'll find casinos and an amusement park. But if you're planning to walk, you'll have to cross mountains and valleys. I wouldn't recommend it. But if you're on a vacation, you should go there at least once.",action
NPC,"1, 2, 3, here we go!",action
NPC,I heard. That big dog talks like a human. That's cool ...but it's weird.,narration
NPC,It's the ocean. A creepy man was signaling for us to come. I was scared to come here!,narration
NPC,It hurts when you kick me with your bare feet!,narration
NPC 1,Shall we play our hand around here?,narration
NPC 2,"Not yet. Remember, no compromises.",narration
NPC 1,"You're right. After all, this trip was expensive.",narration
NPC 2,But only your average Joes are trying to pick us up.,narration
NPC 1,"Well, that's because we're just too beautiful and hard to approach.",narration
NPC 2,"I guess so. Well, I envy the plain Janes.",narration
NPC 1,Why don't we compromise? We'll make do with what we have.,dialogue
NPC 1,Why's that!?,dialogue
NPC 2,Not yet!!,narration
NPC 1,Eaghhh!,narration
NPC 2,It's your fault!,narration
NPC 1,What's wrong with you!?,dialogue
NPC 2,You wanna go!?,action
NPC 1,Whew!!!,narration
NPC 1,A man......,narration
NPC 2,A good-looking man......,action
NPC 1,Where......,narration
NPC 2,Ho! Ho! Ho......,narration
NPC 1,Yipes!!,narration
NPC 2,Grrrr......,narration
NPC 1,...pant...wheeze!......,narration
NPC,How about a 'Soft' as a memento of this wonderful trip? Made especially in Costa del Sol!,narration
Butch,"Yeah, I'd like to hire a gorgeous chick and have a great time.",action
Butch,"Well, we're lucky to have that cutie working for us part-time.",narration
Butch,"You got me there...... We just hired her part-time. She ran off with our money and Materia. I guess a situation that's too good to be true, usually is.",action
Butch,"Well, please feel free to browse around. Just don't mind looking at what's left.",dialogue
NPC,"Yeah, snowboarding's what's happening this year. I'm sick of surfing.",dialogue
NPC,We look like great surfers... Only because we don't have any clothes other than these swim trunks.,action
NPC,We're all headin' over to Gold Saucer now. We're gonna make a ton of money at the Chocobo races. Then we're gonna take a trip to Icicle Inn and snowboard.,action
NPC,"I traveled around a long time... And this town has the most beautiful ocean I've ever seen. Sometimes you can't realize it when it's right in front of you. I guess I took it for granted because it's so close, and I was so used to seeing it all the time. That's the reason I found my way back here.",narration
NPC,Come on...please. If you don't buy from me... I can't make ends meet.,narration
Mukki,"I really like this town. You could walk around nearly naked, and no one'd look twice at you.",narration
NPC,......HIC... Mm? Wanna order? We're outta that now.,narration
NPC,...huff...puff... I can't stand hot places...,narration
NPC,You want drink? Iz ok. You take time.,narration
NPC,Hey! I thought you'd drop by.,narration
Johnny,mumble...mumble...,narration
Johnny,"Heh, heh, heh!...... My woman and me are getting along pretty good. But I'm such a pitiful waste......",action
Johnny,...sigh......I'm not good enough for her. What I should do?,action
NPC,What a fluffy bed...... feels so great......,dialogue
NPC,Mmm... Just a little longer......,narration
NPC,Oh!!,narration
NPC,"Oh, I'm sorry...... I didn't know you were here. This is embarrassing. Take your time and look around.",narration
NPC,"By the way, are you seriously considering buying?",narration
Cloud,What are you selling?,dialogue
NPC,That's pretty low. Are you pulling my leg?,narration
NPC,"I'm talking about this house. This villa used to belong to President Shinra. It only recently came back on the market. How do you like it? It has a large lot, comes fully furnished with this goose-down bed, and there's even a basement to boot. The villagers call it the Shinra Villa. Of course, we're not giving it away...",action
NPC,Wha? How do you plan to buy it without a dime on you?,narration
NPC,"Well, I'll tell the price just for your information. It's a steal at 300,000 gil. Out of your range? Out! Go on, out!",action
NPC,"Yes, you're right. I'm sorry, please continue.",narration
NPC,"Yes, you're right. I'm sorry, please continue.",narration
